phrase,most_sim_1,score_1,most_sim_2,score_2,most_sim_3,score_3,most_sim_4,score_4,most_sim_5,score_5,most_sim_6,score_6,most_sim_7,score_7,most_sim_8,score_8,most_sim_9,score_9,most_sim_10,score_10
urlencode,urldecode,0.7331587076187134,rawurlencode,0.7052702903747559,querystr,0.5617419481277466,urllib,0.5607779026031494,htmlspecialchar,0.5283485054969788,stripslash,0.5243569612503052,rawurldecode,0.5158267021179199,url-encode,0.5077341198921204,htmlentity,0.5049741864204407,url-encoded,0.4941801130771637
verbose,verbosity,0.6348404884338379,terse,0.5044767856597899,loglevel,0.4874635338783264,quiet,0.4810323417186737,debug,0.4744385480880737,failonerror,0.4540537595748901,pedantic,0.4364100098609924,wordy,0.4283245801925659,dryrun,0.4159438014030457,destdir,0.4081566035747528
place,palce,0.5183368921279907,placename,0.4851173162460327,inside,0.4737235903739929,wherever,0.469568282365799,put,0.4571676254272461,locate,0.4433716833591461,beneath,0.4432028532028198,underneath,0.42031365633010864,nearbysearch,0.4020792245864868,infront,0.4012234807014465
expand,collapse,0.6799548864364624,shrink,0.6013528108596802,expansion,0.5515038967132568,collap,0.5403878688812256,re-expand,0.5357089638710022,unexpanded,0.5309120416641235,colapse,0.529410719871521,uncollapse,0.5261347293853761,collapsible,0.5259361267089844,enlarge,0.4941106736660004
mdtm,epsv,0.5849352478981018,sendcmd,0.5529477596282959,ftpfile,0.5470019578933716,nlst,0.5355499982833862,rawlist,0.5273655652999878,mlsd,0.4702479243278504,filezilla,0.4584732055664063,myftp,0.4544448256492615,retrline,0.4477010369300842,mlst,0.4434886276721953
optr,opnd,0.6355308294296265,optg,0.4979046285152435,iptr,0.4669297635555267,cptr,0.4505941271781922,pushi,0.45019185543060297,optp,0.4391040802001953,tdiv,0.4241006374359131,opstack,0.4227030873298645,fcomp,0.4219862222671509,optt,0.4214653968811035
sockaddr,socklen,0.73372882604599,sockfd,0.7277494668960571,addrlen,0.7020710110664368,servaddr,0.6406969428062439,addrinfo,0.5960158109664917,localaddr,0.5946738719940186,ntoa,0.574474573135376,hostent,0.574305534362793,serveraddr,0.5711301565170288,fromlen,0.5682547092437744
purpose,intend,0.5701862573623657,meant,0.5371494293212891,use-case,0.4620651602745056,functionality,0.436582624912262,defeat,0.432948648929596,mere,0.4204934537410736,sole,0.4188176691532135,primari,0.4086126983165741,useful,0.4073845744132996,serve,0.4062138199806213
handle,handler,0.5105533599853516,deal,0.4725140929222107,error-handl,0.40972700715065,graceful,0.4073853492736816,raise,0.4052722454071045,hndl,0.390680342912674,hnd,0.3769693970680237,cope,0.35828551650047297,pdword,0.350185751914978,event-driven,0.3481724858283997
Version,newer,0.6681360006332397,verison,0.6532049179077148,verion,0.6396476626396179,vesion,0.5620938539505005,verson,0.5426364541053772,late,0.5409578084945679,upgrade,0.5406268835067749,versioned,0.5243115425109863,pre-release,0.5218563079833984,upgraded,0.5190407037734985
avail,vain,0.6099727749824524,luck,0.4560512900352478,desperation,0.4164956212043762,countles,0.3831430077552795,unsuccessful,0.38107645511627203,reinstall,0.37384191155433655,exhaust,0.3537323772907257,reqd,0.3519280552864075,scour,0.3498584628105164,fiddled,0.3493311405181885
qsort,bsearch,0.6534076929092407,quicksort,0.6506040096282959,memcmp,0.6502653956413269,bubblesort,0.6438364386558533,mergesort,0.6212072968482971,compar,0.6165686249732971,cmpfunc,0.5987308025360107,selectionsort,0.5375888943672179,usort,0.5284452438354492,memmove,0.5218421220779419
gid,uid,0.6883025169372559,euid,0.6358177661895752,pgid,0.5705057382583618,ruid,0.5512591004371643,egid,0.5457836985588074,sgid,0.5438084602355957,pid,0.5423113107681274,getuid,0.5285128355026245,suid,0.5253909826278687,setuid,0.5172160863876343
httppost,httpost,0.7599163055419922,httpget,0.6700292229652405,httpclient,0.6282612085342407,nvp,0.5116426944732666,formparam,0.4894704818725586,loginurl,0.41302937269210815,formpost,0.411688357591629,pair,0.410838782787323,postfield,0.4100942313671112,enctype,0.408747136592865
filelist,allfile,0.7092753648757935,dirlist,0.6753075122833252,listfile,0.6508160233497621,listdir,0.6427115201950073,glob,0.6226650476455688,flist,0.5941225290298462,dirpath,0.5914630293846129,filepath,0.5804558992385864,newfile,0.5766037702560425,subdir,0.5487841367721558
top,bottom,0.8634967803955078,left,0.667410135269165,margin,0.5643104314804077,right,0.5353137254714966,middle,0.4876627922058106,topmost,0.4865730404853821,corner,0.4694368839263916,absolute,0.4561375975608826,position,0.4554042220115662,height,0.453744649887085
STn,srn,0.4797361195087433,strt,0.471161961555481,unt,0.4678394198417664,nad,0.4538213610649109,phl,0.4536190629005432,stg,0.43417450785636896,stationid,0.4315875768661499,atn,0.4276655912399292,metar,0.4270667433738709,trp,0.42009860277175903
x86,itanium,0.682015597820282,intel,0.6774786114692688,sparc,0.6606945991516113,amd,0.6581453680992126,mips,0.6376466155052185,arm,0.6226584911346436,pentium,0.6126374006271362,arch,0.6094399690628052,powerpc,0.6074455380439758,risc,0.5939399600028992
magic,voodoo,0.6018885374069214,incantation,0.5372389554977417,gpc,0.5194931030273438,magical,0.5075206756591797,wand,0.4666369557380676,trickery,0.465552031993866,trick,0.44639408588409424,funky,0.444413959980011,metaprogramm,0.3955048322677612,cafebabe,0.3926118016242981
keepidle,keepalife,0.6616249084472656,rcvtimeo,0.5974579453468323,sndtimeo,0.5953824520111084,sockopt,0.5554410219192505,optlen,0.5194861888885498,rcvbuf,0.5188628435134888,timeo,0.4986987113952637,optval,0.4961908161640167,nodelay,0.4951203465461731,reuseport,0.4854553043842316
clen,rlen,0.6497273445129395,slen,0.6036631464958191,plen,0.5940823554992676,dlen,0.5782913565635681,alen,0.5737707614898682,wlen,0.5570470690727234,mlen,0.5545853972434998,ilen,0.5475039482116699,blen,0.5392147302627563,olen,0.5387129783630371
Account,accout,0.6185954809188843,acct,0.6183707118034363,acount,0.5997189283370972,accountid,0.5373944044113159,bank,0.5370870232582092,receivable,0.5273740291595459,accound,0.5146621465682983,accoun,0.513701856136322,withdrawal,0.509534478187561,accnt,0.4907220005989074
ctrl,crtl,0.5947010517120361,cntrl,0.587178111076355,shft,0.495572954416275,cph,0.4914882183074951,shift,0.4805042147636414,hotkey,0.4345993995666504,esc,0.4280057549476624,alt,0.4216932058334351,lcontrol,0.406883716583252,cntl,0.3991435170173645
done,alldone,0.38619303703308105,uncomplete,0.3305180072784424,quize,0.3294990062713623,inprogres,0.3267799615859985,requeue,0.32488375902175903,predk,0.3242455124855041,dataone,0.31852006912231445,finalcount,0.3114966154098511,uncompleted,0.3097890615463257,therow,0.3093952536582947
Unsigned,uint,0.6143553256988525,sizeof,0.5409778356552124,int,0.5341842174530029,char,0.5288320183753967,typedef,0.5099718570709229,long,0.4913143515586853,unsinged,0.4907336235046386,bigint,0.4849963784217834,uchar,0.4762301743030548,constant,0.4737527668476105
octet,octect,0.5856642723083496,asn,0.5092582702636719,byte,0.4885397851467133,payload,0.4814143180847168,icmp,0.4670166969299317,two-byte,0.4661520421504974,hexadecimal,0.4541933834552765,rtp,0.4519203007221222,subnett,0.4517649114131928,packet,0.451052337884903
password,username,0.8400664329528809,pasword,0.6992791891098022,pwd,0.6670480966567993,passowrd,0.6668330430984497,passwd,0.651339590549469,passw,0.613702118396759,pswd,0.6113109588623047,userpassword,0.5966405868530273,passwor,0.585767924785614,passwrod,0.5850574374198914
isatty,fdopen,0.5871090888977051,fileno,0.571624755859375,setvbuf,0.5396977663040161,forkpty,0.5388646125793457,freopen,0.5371321439743042,kbhit,0.5149047374725342,tty,0.5019003748893738,fcntl,0.5013570189476013,line-buffered,0.5002950429916382,fpurge,0.4872742295265198
pbuf,bufferlen,0.581875205039978,bufptr,0.5793514251708984,wbuf,0.5631793141365051,buflen,0.5583968758583069,datalen,0.5293605923652649,databuf,0.5248785018920898,mybuffer,0.5201710462570189,tmpbuf,0.5160223245620728,outlen,0.5114187598228455,nbuf,0.5108786225318909
trace-time,elapse,0.5706948041915894,millisecond,0.5369851589202881,stamp,0.5219237804412842,duration,0.4775345921516418,microsecond,0.4659576416015625,nanosecond,0.4435546100139618,tim,0.43427389860153204,milli,0.4319062530994415,epoch,0.4268345832824707,minute,0.426440179347992
graph,multigraph,0.6769167184829712,subgraph,0.6716900467872621,digraph,0.6670048236846924,sub-graph,0.619613528251648,undirected,0.608352541923523,hypergraph,0.6070961952209473,multi-graph,0.575297474861145,supergraph,0.5400713682174683,networkx,0.5320848226547241,bipartite,0.5283517837524414
llen,buchstaben,0.6867543458938599,werten,0.6682001352310181,entfernt,0.6628192663192749,beenden,0.6510219573974609,eingeben,0.6504281759262085,zeichen,0.6487479209899902,erlaubt,0.6465311050415039,entsprechenden,0.6424015760421753,festlegen,0.6397973299026489,bitte,0.634151816368103
Proxy-,proxied,0.6313406229019165,setdefaultproxy,0.5125019550323486,proxyport,0.5089566707611084,hidemyas,0.5011754631996155,myproxy,0.4971492290496826,httpproxytunnel,0.4940451979637146,httpproxy,0.483173280954361,proxyserver,0.4740731716156006,squid,0.4656677842140198,tunnel,0.450371265411377
rest,restful,0.6272358894348145,tful,0.6188299059867859,webservice,0.4842933416366577,api,0.4751598238945007,restfull,0.4744011759757996,tfull,0.4538448750972748,webapi,0.4486517906188965,rest-based,0.4470202922821045,rest-style,0.4375007152557373,hateoa,0.43049681186676025
element,document,0.5421283245086671,elem,0.5411231517791748,elment,0.5393159985542297,child,0.5289167761802673,elemnt,0.5128958225250244,dom,0.48082634806633,attribute,0.4788088798522949,elm,0.4728485345840454,descendant,0.4563593566417694,elemet,0.4522127509117127
Struct,typedef,0.743277907371521,mystruct,0.5422692894935608,stuct,0.5263028144836426,sizeof,0.5209870338439941,typedefed,0.5060497522354126,uint,0.4950033128261566,typename,0.4787134528160095,typdef,0.4722653031349182,bitfield,0.4699179232120514,unsigned,0.4638948142528534
fragment,fragement,0.5641083121299744,activity,0.4686980247497559,pager,0.4458535313606262,fragmnet,0.4088096916675568,frg,0.4031965136528015,frament,0.4006835222244263,fragmenttransaction,0.3959264755249024,frgment,0.39444833993911743,fragman,0.3898191452026367,framelayout,0.3772150278091431
version,newer,0.6681360006332397,verison,0.6532049179077148,verion,0.6396476626396179,vesion,0.5620938539505005,verson,0.5426364541053772,late,0.5409578084945679,upgrade,0.5406268835067749,versioned,0.5243115425109863,pre-release,0.5218563079833984,upgraded,0.5190407037734985
hostport,remoteport,0.5445802211761475,portnum,0.5444377064704895,maxhost,0.5248679518699646,hostaddr,0.5175932049751282,portnumber,0.5107280611991882,ipadres,0.4942624568939209,paddres,0.4635592103004456,urlsplit,0.4582932889461517,rcon,0.4581452310085297,hname,0.4561644196510315
comparator,comparer,0.6701907515525818,comparable,0.6578139066696167,comperator,0.591168224811554,compare,0.4757609367370606,compareable,0.4697112739086151,comparision,0.4677304923534393,comparitor,0.4629102349281311,equatable,0.4549554586410522,collator,0.4504712820053101,less-than,0.4426881074905396
name,type,0.5689592361450195,str,0.5432613492012024,surname,0.5273244380950928,smith,0.4746968448162079,description,0.4717812538146973,age,0.4671981632709503,gender,0.4658238291740418,value,0.4527502357959747,lastname,0.4313968420028687,firstname,0.4297472834587097
enc,ciphertext,0.6036341786384583,decrypt,0.6010767221450806,encode,0.5434626340866089,encoder,0.5397037267684937,encrypt,0.5298100113868713,encr,0.5285491943359375,enci,0.5171972513198853,plaintext,0.5099390745162964,crypt,0.5066500902175903,cipher,0.5055054426193237
root,non-root,0.5957379341125488,sub-tree,0.5561090111732483,subtree,0.5471435785293579,non-leaf,0.4857430756092072,subroot,0.4815188050270081,kdmflush,0.4783614873886109,leaf,0.4586381316184998,toor,0.4565277695655823,path,0.4530022740364074,nonroot,0.4492612481117249
built-in,developed,0.6340936422348022,build,0.6037158966064453,develop,0.6023074388504028,integrate,0.5478595495223999,pre-built,0.5129446983337402,utilize,0.4889097809791565,deployed,0.4690179824829102,open-source,0.4655695557594299,built-in,0.4651991724967957,re,0.4645760357379913
Time-out,millisecond,0.6983151435852051,elapse,0.6480523943901062,minute,0.6420029401779175,microsecond,0.6097568273544312,duration,0.5937211513519287,stamp,0.5920795202255249,period,0.5904977321624756,milisecond,0.5806094408035278,nanosecond,0.5735212564468384,msec,0.5663974285125732
dup,dupe,0.6037904620170593,duplicate,0.531821608543396,uniq,0.4992292821407318,norecompute,0.4682217538356781,duped,0.464395821094513,invokespecial,0.4439377188682556,fileno,0.4391509890556336,pipefd,0.43120402097702026,dupl,0.4161375463008881,oldfd,0.4083878993988037
Current,curent,0.5539910197257996,previous,0.4829933047294617,next,0.4598003625869751,milli,0.4567793607711792,autoupdat,0.4319802224636078,dateand,0.4017496109008789,curren,0.39620861411094666,context,0.3877140283584595,position,0.3771138191223145,getcurrent,0.3620378375053406
Vrn,fmz,0.5205602645874023,zjz,0.5178414583206177,wzx,0.5168170332908629,dyg,0.5147513151168823,cnq,0.5125784873962402,hzp,0.5110523104667664,uku,0.5107674598693848,krh,0.5095118284225464,fyz,0.5045604705810547,rjf,0.5042296648025513
pragma,omp,0.5257254838943481,mark,0.4587596356868744,ivdep,0.4497873783111572,noinline,0.44640666246414185,hdrstop,0.43082833290100103,ifdef,0.4130849242210388,compiler-specific,0.4109562039375305,openmp,0.4092679023742676,declspec,0.40893226861953735,no-cache,0.4073601067066193
xattr,setxattr,0.5161112546920776,quarantine,0.4792256355285645,btrf,0.4493374824523926,vfat,0.4432326555252075,ubif,0.4289639592170715,non-directory,0.4250679910182953,chattr,0.4209977984428406,macosx,0.4181352257728577,squashf,0.41309469938278204,cssm,0.4106364548206329
wbh,jvq,0.7115216851234436,vxc,0.7087481021881104,lqw,0.7041265964508057,wjm,0.6992064714431763,wqk,0.6991148591041565,hyj,0.6952447295188904,zln,0.6896640658378601,zjz,0.6868845224380493,hbk,0.6845155358314514,ujl,0.6840826272964478
Send,sent,0.8339180946350098,receive,0.7721633911132812,recieve,0.7286984920501709,recieved,0.623839795589447,sended,0.6215949654579163,recive,0.6165456771850586,resend,0.5968935489654541,reciev,0.5697621703147888,transmit,0.5619062781333923,incom,0.5556716322898865
crlf,linefeed,0.6606128811836243,end-of-line,0.6430813670158386,newline,0.6180292367935181,eol,0.5945214629173279,line-end,0.5926064252853394,cr-lf,0.5390474200248718,line-feed,0.5370928049087524,terminator,0.5246635675430298,linebreak,0.5112277269363403,carriage-return,0.5013913512229919
wordlen,maxword,0.6289145350456238,currentword,0.5936439633369446,getword,0.5888968706130981,nextword,0.5885146856307983,rword,0.5775874853134155,nword,0.5768753886222839,numword,0.5660335421562195,allword,0.5516191720962524,inputword,0.5458364486694336,countword,0.544583261013031
unix,nix,0.7804614901542664,unix-like,0.7525055408477783,linux,0.7428736686706543,unix-based,0.6802312135696411,solari,0.6646934747695923,posix,0.6339614391326904,unix-style,0.6215035915374756,hp-ux,0.5696423053741455,cygwin,0.567936897277832,hpux,0.5655169486999512
find,closest,0.5584503412246704,found,0.5331940650939941,npo,0.3902783393859863,couldnt,0.3862206339836121,sought,0.3835059404373169,locate,0.38062816858291626,match,0.3782092332839966,ancestor,0.3721219301223755,finder,0.36473202705383295,occurance,0.3642192482948303
datestr,ymd,0.6607657670974731,datenum,0.6475000977516174,newdate,0.6352540254592896,datevec,0.6259691715240479,timestr,0.6169494986534119,dtstr,0.6059616804122925,mydate,0.5983142256736755,mdate,0.5797742009162903,hhmms,0.5407345294952393,fdate,0.5393247008323669
nbt,rzl,0.4708554744720459,nhg,0.4680202901363373,bfq,0.4633733332157135,tje,0.4444817900657654,twh,0.43670037388801575,ntn,0.4363429844379425,aqg,0.4355166554450989,qgj,0.4341198205947876,udw,0.4338957369327545,kby,0.4314670860767365
detect,detection,0.7402764558792114,identify,0.5383193492889404,detectable,0.5121773481369019,recognize,0.4818170070648194,detector,0.4800156950950623,discover,0.4788955450057984,determine,0.4561330080032349,suspiciou,0.4452260732650757,abnormal,0.4410542249679565,anomalou,0.436617374420166
defval,defaultval,0.4547076523303986,lkey,0.4434126913547516,wvalue,0.43110522627830505,keytype,0.4233643710613251,nparam,0.4191898107528687,rkey,0.4172741770744324,vlen,0.4169083535671234,intsize,0.4118170738220215,basetype,0.4115945100784302,rootkey,0.4093578457832336
Unrecognized,unrecognised,0.5732228755950928,nscf,0.4615382552146912,invalid,0.4385060667991638,uncaught,0.43632829189300537,selector,0.4132465124130249,deallocated,0.3996767997741699,unexpected,0.3953814208507538,unterminated,0.3933720290660858,libobjc,0.3681213557720184,error,0.34556105732917786
input,maxlength,0.5573244094848633,inp,0.5378265380859375,placeholder,0.5197833776473999,submit,0.5039153099060059,hidden,0.4906549453735352,inputbox,0.489664226770401,intput,0.4839608371257782,checkbox,0.4707903563976288,tabindex,0.4677875339984894,textinput,0.4661772847175598
Last-,first,0.7490692138671875,second,0.5033367276191711,middle,0.4741107821464538,penultimate,0.4716725945472717,traceback,0.4318849742412567,fist,0.4220248460769653,nlast,0.4183776378631592,lname,0.4159059226512909,second-to-last,0.4075050950050354,week,0.4010679721832275
estimate,estimation,0.7501808404922485,estimator,0.6610298752784729,calculate,0.568293035030365,approximate,0.557422399520874,posterior,0.5376183390617371,predict,0.5334922075271606,calibrate,0.5116863846778871,mle,0.5115125179290771,mse,0.506569504737854,accurate,0.4988924562931061
pathn,pathi,0.630995512008667,x-to-y,0.5269507169723511,root-leaf,0.5201073884963989,reachi,0.5150774717330933,flow-carry,0.473248302936554,maxpath,0.4559471607208252,ppath,0.4545348882675171,si-ti,0.4515069723129273,minimal-cost,0.451446682214737,pathlength,0.4446992874145508
whereto,linkname,0.3848581910133362,herf,0.3832066953182221,fdest,0.3486962914466858,ajaxlink,0.3482846617698669,bnsl,0.3409577012062073,ahref,0.3375210464000702,shaderprogram,0.3356786370277405,gotopage,0.33211550116539,yourlink,0.3295670747756958,myanchor,0.3290024995803833
prepare,prepared,0.70747971534729,preparation,0.4959587454795837,prep,0.4903596043586731,execute,0.4575022757053375,unprepare,0.423457145690918,pstmt,0.4077549576759337,stmnt,0.3901515007019043,prepped,0.3817561864852905,sqlite,0.3739225268363953,finalize,0.3734772205352783
gopher,nntp,0.5199991464614868,sunsite,0.4636446237564087,epsv,0.4554673135280609,protocal,0.4407348036766052,tftp,0.4393932223320007,nntplib,0.4388042092323303,webdav,0.4353522062301636,trout,0.4163255989551544,elsie,0.4121043086051941,tcp-based,0.4101949334144592
quic,spdy,0.6151342988014221,tcp-based,0.5396492481231691,udp-based,0.5232393741607666,sameorigin,0.5098978281021118,application-layer,0.5043692588806152,mptcp,0.4993391036987305,nosniff,0.4983109831809998,udp,0.4753058254718781,websocket,0.4709632992744446,teredo,0.4695886969566345
strtok,strchr,0.7366156578063965,strsep,0.6706199645996094,strdup,0.6529814004898071,sscanf,0.6479243040084839,strcpy,0.6442156434059143,fget,0.6421080827713013,strpbrk,0.6279927492141724,strstr,0.6146061420440674,strncpy,0.608641505241394,strcspn,0.5940237045288086
date,datetime,0.6015297770500183,month,0.5617367625236511,ymd,0.5480948686599731,time,0.5379332304000854,getdate,0.5285956263542175,expiry,0.5254760980606079,fecha,0.5227400064468384,timestamp,0.5219429731369019,stamp,0.5026832818984985,utc,0.498143881559372
port,host,0.6456692218780518,hostname,0.6325152516365051,tcp,0.5927774906158447,listen,0.5510349869728088,portnumber,0.5304527282714844,udp,0.5288301706314087,socket,0.5222975015640259,telnet,0.5143665075302124,localhost,0.488939642906189,ip-addres,0.4835298359394074
proxy-tls13-ciphers,proxied,0.6313406229019165,setdefaultproxy,0.5125019550323486,proxyport,0.5089566707611084,hidemyas,0.5011754631996155,myproxy,0.4971492290496826,httpproxytunnel,0.4940451979637146,httpproxy,0.483173280954361,proxyserver,0.4740731716156006,squid,0.4656677842140198,tunnel,0.450371265411377
fatal,error,0.5501503944396973,uncaught,0.5045143961906433,fail,0.4901236891746521,unexpected,0.4801856875419617,caught,0.4495518505573273,errno,0.4431345164775848,abort,0.4317110180854797,logcat,0.4258435368537903,aborted,0.4250021576881409,cause,0.4202076494693756
push,pop,0.5820895433425903,unshift,0.4935007393360138,popped,0.4888270497322082,shove,0.4868487119674682,back,0.4398657083511353,emplace,0.4183455407619476,pull,0.41346919536590576,woosh,0.3957113325595856,pushy,0.39025843143463135,comma-and-space,0.37526196241378784
helper,dbhelper,0.4775962829589844,myhelper,0.4520455002784729,handlebar,0.4381427764892578,link-to,0.4345995485782623,lite,0.41004154086112976,hepler,0.40759423375129705,htmlhelper,0.4072005152702332,utility,0.3699416816234589,helperclas,0.3653669357299805,bhelper,0.35799017548561096
mtx,mutex,0.5586994886398315,matrix,0.496726006269455,rwlock,0.4608769416809082,unlock,0.4485730826854706,thr,0.4366598725318909,mymutex,0.4358810782432556,mutext,0.4284077286720276,waitq,0.4196062386035919,mtrx,0.4175204038619995,rdlock,0.4148757755756378
keep,kept,0.7863377332687378,maintain,0.6495659947395325,track,0.6350571513175964,stay,0.6099212169647217,alive,0.5185349583625793,remain,0.5059915781021118,intact,0.473325252532959,whilst,0.4475517272949219,tact,0.4415536224842072,avoid,0.4359887838363648
ilen,jlen,0.6674516201019287,olen,0.6070094704627991,rlen,0.6068503856658936,clen,0.5475039482116699,alen,0.5134332776069641,dlen,0.506780743598938,dlugosc,0.5023878812789917,plen,0.4984452128410339,slen,0.4969472289085388,maxlen,0.4843505024909973
allow,permit,0.5804572105407715,disallow,0.5572262406349182,ability,0.5053216814994812,restrict,0.4875685572624207,enable,0.4811073243618012,deny,0.4719234108924866,enforce,0.4418775737285614,capability,0.4206479787826538,easi,0.4160352945327759,require,0.4092992544174193
stuff,stuf,0.5518407821655273,funky,0.5343357324600221,bunch,0.5318888425827026,morestuff,0.5047353506088257,crap,0.4934176504611969,bor,0.4825477302074432,dostuff,0.4679430723190308,whatnot,0.4592457413673401,otherstuff,0.45846211910247797,thingy,0.4484714865684509
datan,datanm,0.6846692562103271,notitle,0.4583436846733093,nooutput,0.4194650650024414,criacao,0.4025848805904389,nplot,0.3930142521858215,datam,0.3861667513847351,xticlabel,0.3854984939098358,formata,0.3854700326919556,strcol,0.3843928575515747,grafico,0.3813872039318085
speed,slow,0.6270025968551636,mph,0.576554000377655,acceleration,0.5656067132949829,faster,0.5549032092094421,fast,0.551555871963501,deceleration,0.540654182434082,accelerate,0.5154390931129456,slowest,0.5142287015914917,efficiency,0.5072632431983948,latency,0.5050333738327026
clone,clonable,0.5525920391082764,cloneable,0.5514682531356812,cloner,0.5512680411338806,memberwise,0.5429760217666626,shallow,0.4573694169521332,copy,0.4542453587055206,deep-copy,0.44952255487442017,draggable,0.4384269714355469,deepcopy,0.4061923623085022,repo,0.4016198515892029
Select,tbl,0.5641458034515381,distinct,0.5463775396347046,selection,0.5142631530761719,qry,0.5047984123229979,isnull,0.492864191532135,dbo,0.4833483695983887,yourtable,0.4778142273426056,query,0.4768763482570648,coalesce,0.4682913720607758,rownum,0.4609083533287048
letter,uppercase,0.7166588306427002,lowercase,0.6966416835784912,alphabet,0.6398900747299194,lower-case,0.6312780380249023,vowel,0.6202482581138611,upper-case,0.6191213130950928,capital,0.6172072291374207,leter,0.5935056209564209,capitalize,0.5861272215843201,capitalised,0.5759115815162659
stamp,timestamp,0.6919582486152649,time,0.5920795202255249,timestamped,0.5433114767074585,time-stamp,0.5249987244606018,ctime,0.5184996128082275,tstamp,0.5130237340927124,date,0.5026832818984985,curtime,0.4843208491802216,datestamp,0.4754763245582581,unixtime,0.473989486694336
cwd,chdir,0.7000597715377808,getcwd,0.6257913112640381,dirname,0.5806193351745605,dir,0.5599592328071594,mydir,0.5261631011962891,glob,0.5233577489852905,homedir,0.5157688856124878,realpath,0.5126872062683105,yeoman,0.5116838216781616,curdir,0.4954449236392975
ISprint,isgraph,0.7763739228248596,iscntrl,0.6989870071411133,isxdigit,0.6953725814819336,isascii,0.6865235567092896,isspace,0.6364679932594299,ispunct,0.6262606382369995,isalnum,0.6254113912582397,islower,0.6096383333206177,isalpha,0.5921460390090942,isupper,0.587091863155365
cacert,jssecacert,0.7105774879455566,truststore,0.697001576423645,mycert,0.6479960680007935,changeit,0.6406258344650269,cainfo,0.6204357743263245,trustore,0.609850287437439,pem,0.5884667634963989,keystore,0.5719709992408752,cer,0.5602472424507141,keytool,0.5575186014175415
