phrase,concept,most_sim_1,score_1,most_sim_2,score_2,most_sim_3,score_3,most_sim_4,score_4,most_sim_5,score_5,most_sim_6,score_6,most_sim_7,score_7,most_sim_8,score_8,most_sim_9,score_9,most_sim_10,score_10
urlencode,name,urldecode,0.7331587076187134,rawurlencode,0.7052702903747559,querystr,0.5617419481277466,urllib,0.5607779026031494,htmlspecialchar,0.5283485054969788,stripslash,0.5243569612503052,rawurldecode,0.5158267021179199,url-encode,0.5077341198921204,htmlentity,0.5049741864204407,url-encoded,0.4941801130771637
verbose,name,verbosity,0.6348404884338379,terse,0.50447678565979,loglevel,0.4874635338783264,quiet,0.4810323417186737,debug,0.47443854808807373,failonerror,0.45405375957489014,pedantic,0.43641000986099243,wordy,0.4283245801925659,dryrun,0.41594380140304565,destdir,0.4081566035747528
place,name,palce,0.5183368921279907,placename,0.4851173162460327,inside,0.4737235903739929,wherever,0.46956828236579895,put,0.4571676254272461,locate,0.4433716833591461,beneath,0.4432028532028198,underneath,0.42031365633010864,nearbysearch,0.4020792245864868,infront,0.40122348070144653
expand,name,collapse,0.6799548864364624,shrink,0.6013528108596802,expansion,0.5515038967132568,collap,0.5403878688812256,re-expand,0.5357089638710022,unexpanded,0.5309120416641235,colapse,0.529410719871521,uncollapse,0.526134729385376,collapsible,0.5259361267089844,enlarge,0.49411067366600037
mdtm,name,epsv,0.5849352478981018,sendcmd,0.5529477596282959,ftpfile,0.5470019578933716,nlst,0.5355499982833862,rawlist,0.5273655652999878,mlsd,0.47024792432785034,filezilla,0.45847320556640625,myftp,0.4544448256492615,retrline,0.44770103693008423,mlst,0.44348862767219543
optr,name,opnd,0.6355308294296265,optg,0.49790462851524353,iptr,0.46692976355552673,cptr,0.45059412717819214,pushi,0.450191855430603,optp,0.4391040802001953,tdiv,0.4241006374359131,opstack,0.4227030873298645,fcomp,0.4219862222671509,optt,0.4214653968811035
sockaddr,name,socklen,0.73372882604599,sockfd,0.7277494668960571,addrlen,0.7020710110664368,servaddr,0.6406969428062439,addrinfo,0.5960158109664917,localaddr,0.5946738719940186,ntoa,0.574474573135376,hostent,0.574305534362793,serveraddr,0.5711301565170288,fromlen,0.5682547092437744
purpose,name,intend,0.5701862573623657,meant,0.5371494293212891,use-case,0.4620651602745056,functionality,0.43658262491226196,defeat,0.43294864892959595,mere,0.4204934537410736,sole,0.4188176691532135,primari,0.4086126983165741,useful,0.40738457441329956,serve,0.40621381998062134
handle,name,handler,0.5105533599853516,deal,0.4725140929222107,error-handl,0.40972700715065,graceful,0.40738534927368164,raise,0.4052722454071045,hndl,0.39068034291267395,hnd,0.3769693970680237,cope,0.358285516500473,pdword,0.350185751914978,event-driven,0.34817248582839966
Version,name,newer,0.6681360006332397,verison,0.6532049179077148,verion,0.6396476626396179,vesion,0.5620938539505005,verson,0.5426364541053772,late,0.5409578084945679,upgrade,0.5406268835067749,versioned,0.5243115425109863,pre-release,0.5218563079833984,upgraded,0.5190407037734985
avail,name,vain,0.6099727749824524,luck,0.4560512900352478,desperation,0.4164956212043762,countles,0.38314300775527954,unsuccessful,0.381076455116272,reinstall,0.37384191155433655,exhaust,0.3537323772907257,reqd,0.35192805528640747,scour,0.34985846281051636,fiddled,0.3493311405181885
qsort,name,bsearch,0.6534076929092407,quicksort,0.6506040096282959,memcmp,0.6502653956413269,bubblesort,0.6438364386558533,mergesort,0.6212072968482971,compar,0.6165686249732971,cmpfunc,0.5987308025360107,selectionsort,0.537588894367218,usort,0.5284452438354492,memmove,0.5218421220779419
gid,name,uid,0.6883025169372559,euid,0.6358177661895752,pgid,0.5705057382583618,ruid,0.5512591004371643,egid,0.5457836985588074,sgid,0.5438084602355957,pid,0.5423113107681274,getuid,0.5285128355026245,suid,0.5253909826278687,setuid,0.5172160863876343
httppost,name,httpost,0.7599163055419922,httpget,0.6700292229652405,httpclient,0.6282612085342407,nvp,0.5116426944732666,formparam,0.4894704818725586,loginurl,0.41302937269210815,formpost,0.41168835759162903,pair,0.410838782787323,postfield,0.4100942313671112,enctype,0.408747136592865
filelist,name,allfile,0.7092753648757935,dirlist,0.6753075122833252,listfile,0.650816023349762,listdir,0.6427115201950073,glob,0.6226650476455688,flist,0.5941225290298462,dirpath,0.591463029384613,filepath,0.5804558992385864,newfile,0.5766037702560425,subdir,0.5487841367721558
top,name,bottom,0.8634967803955078,left,0.667410135269165,margin,0.5643104314804077,right,0.5353137254714966,middle,0.48766279220581055,topmost,0.4865730404853821,corner,0.4694368839263916,absolute,0.45613759756088257,position,0.45540422201156616,height,0.45374464988708496
STn,name,srn,0.4797361195087433,strt,0.47116196155548096,unt,0.46783941984176636,nad,0.4538213610649109,phl,0.4536190629005432,stg,0.434174507856369,stationid,0.4315875768661499,atn,0.4276655912399292,metar,0.42706674337387085,trp,0.42009860277175903
x86,name,itanium,0.682015597820282,intel,0.6774786114692688,sparc,0.6606945991516113,amd,0.6581453680992126,mips,0.6376466155052185,arm,0.6226584911346436,pentium,0.6126374006271362,arch,0.6094399690628052,powerpc,0.6074455380439758,risc,0.5939399600028992
magic,name,voodoo,0.6018885374069214,incantation,0.5372389554977417,gpc,0.5194931030273438,magical,0.5075206756591797,wand,0.4666369557380676,trickery,0.46555203199386597,trick,0.44639408588409424,funky,0.444413959980011,metaprogramm,0.39550483226776123,cafebabe,0.3926118016242981
keepidle,name,keepalife,0.6616249084472656,rcvtimeo,0.5974579453468323,sndtimeo,0.5953824520111084,sockopt,0.5554410219192505,optlen,0.5194861888885498,rcvbuf,0.5188628435134888,timeo,0.49869871139526367,optval,0.4961908161640167,nodelay,0.4951203465461731,reuseport,0.48545530438423157
clen,name,rlen,0.6497273445129395,slen,0.6036631464958191,plen,0.5940823554992676,dlen,0.5782913565635681,alen,0.5737707614898682,wlen,0.5570470690727234,mlen,0.5545853972434998,ilen,0.5475039482116699,blen,0.5392147302627563,olen,0.5387129783630371
Account,name,accout,0.6185954809188843,acct,0.6183707118034363,acount,0.5997189283370972,accountid,0.5373944044113159,bank,0.5370870232582092,receivable,0.5273740291595459,accound,0.5146621465682983,accoun,0.513701856136322,withdrawal,0.509534478187561,accnt,0.49072200059890747
ctrl,name,crtl,0.5947010517120361,cntrl,0.587178111076355,shft,0.495572954416275,cph,0.4914882183074951,shift,0.48050421476364136,hotkey,0.4345993995666504,esc,0.42800575494766235,alt,0.42169320583343506,lcontrol,0.40688371658325195,cntl,0.3991435170173645
done,name,alldone,0.38619303703308105,uncomplete,0.3305180072784424,quize,0.3294990062713623,inprogres,0.32677996158599854,requeue,0.32488375902175903,predk,0.32424551248550415,dataone,0.31852006912231445,finalcount,0.3114966154098511,uncompleted,0.3097890615463257,therow,0.3093952536582947
Unsigned,name,uint,0.6143553256988525,sizeof,0.5409778356552124,int,0.5341842174530029,char,0.5288320183753967,typedef,0.5099718570709229,long,0.4913143515586853,unsinged,0.49073362350463867,bigint,0.48499637842178345,uchar,0.4762301743030548,constant,0.4737527668476105
octet,name,octect,0.5856642723083496,asn,0.5092582702636719,byte,0.48853978514671326,payload,0.4814143180847168,icmp,0.46701669692993164,two-byte,0.46615204215049744,hexadecimal,0.4541933834552765,rtp,0.4519203007221222,subnett,0.45176491141319275,packet,0.45105233788490295
password,name,username,0.8400664329528809,pasword,0.6992791891098022,pwd,0.6670480966567993,passowrd,0.6668330430984497,passwd,0.651339590549469,passw,0.613702118396759,pswd,0.6113109588623047,userpassword,0.5966405868530273,passwor,0.585767924785614,passwrod,0.5850574374198914
isatty,name,fdopen,0.5871090888977051,fileno,0.571624755859375,setvbuf,0.5396977663040161,forkpty,0.5388646125793457,freopen,0.5371321439743042,kbhit,0.5149047374725342,tty,0.5019003748893738,fcntl,0.5013570189476013,line-buffered,0.5002950429916382,fpurge,0.4872742295265198
pbuf,name,bufferlen,0.581875205039978,bufptr,0.5793514251708984,wbuf,0.5631793141365051,buflen,0.5583968758583069,datalen,0.5293605923652649,databuf,0.5248785018920898,mybuffer,0.520171046257019,tmpbuf,0.5160223245620728,outlen,0.5114187598228455,nbuf,0.5108786225318909
trace-time,name,elapse,0.5706948041915894,millisecond,0.5369851589202881,stamp,0.5219237804412842,duration,0.47753459215164185,microsecond,0.4659576416015625,nanosecond,0.4435546100139618,tim,0.434273898601532,milli,0.43190625309944153,epoch,0.4268345832824707,minute,0.42644017934799194
graph,name,multigraph,0.6769167184829712,subgraph,0.671690046787262,digraph,0.6670048236846924,sub-graph,0.619613528251648,undirected,0.608352541923523,hypergraph,0.6070961952209473,multi-graph,0.575297474861145,supergraph,0.5400713682174683,networkx,0.5320848226547241,bipartite,0.5283517837524414
llen,name,buchstaben,0.6867543458938599,werten,0.6682001352310181,entfernt,0.6628192663192749,beenden,0.6510219573974609,eingeben,0.6504281759262085,zeichen,0.6487479209899902,erlaubt,0.6465311050415039,entsprechenden,0.6424015760421753,festlegen,0.6397973299026489,bitte,0.634151816368103
Proxy-,name,proxied,0.6313406229019165,setdefaultproxy,0.5125019550323486,proxyport,0.5089566707611084,hidemyas,0.5011754631996155,myproxy,0.4971492290496826,httpproxytunnel,0.4940451979637146,httpproxy,0.48317328095436096,proxyserver,0.4740731716156006,squid,0.4656677842140198,tunnel,0.45037126541137695
rest,name,restful,0.6272358894348145,tful,0.6188299059867859,webservice,0.4842933416366577,api,0.47515982389450073,restfull,0.47440117597579956,tfull,0.4538448750972748,webapi,0.4486517906188965,rest-based,0.4470202922821045,rest-style,0.4375007152557373,hateoa,0.43049681186676025
element,name,document,0.542128324508667,elem,0.5411231517791748,elment,0.5393159985542297,child,0.5289167761802673,elemnt,0.5128958225250244,dom,0.48082634806632996,attribute,0.4788088798522949,elm,0.4728485345840454,descendant,0.4563593566417694,elemet,0.45221275091171265
Struct,name,typedef,0.743277907371521,mystruct,0.5422692894935608,stuct,0.5263028144836426,sizeof,0.5209870338439941,typedefed,0.5060497522354126,uint,0.4950033128261566,typename,0.4787134528160095,typdef,0.4722653031349182,bitfield,0.4699179232120514,unsigned,0.4638948142528534
fragment,name,fragement,0.5641083121299744,activity,0.46869802474975586,pager,0.4458535313606262,fragmnet,0.40880969166755676,frg,0.4031965136528015,frament,0.40068352222442627,fragmenttransaction,0.39592647552490234,frgment,0.39444833993911743,fragman,0.3898191452026367,framelayout,0.37721502780914307
version,name,newer,0.6681360006332397,verison,0.6532049179077148,verion,0.6396476626396179,vesion,0.5620938539505005,verson,0.5426364541053772,late,0.5409578084945679,upgrade,0.5406268835067749,versioned,0.5243115425109863,pre-release,0.5218563079833984,upgraded,0.5190407037734985
hostport,name,remoteport,0.5445802211761475,portnum,0.5444377064704895,maxhost,0.5248679518699646,hostaddr,0.5175932049751282,portnumber,0.5107280611991882,ipadres,0.4942624568939209,paddres,0.46355921030044556,urlsplit,0.45829328894615173,rcon,0.45814523100852966,hname,0.4561644196510315
comparator,name,comparer,0.6701907515525818,comparable,0.6578139066696167,comperator,0.591168224811554,compare,0.47576093673706055,compareable,0.4697112739086151,comparision,0.46773049235343933,comparitor,0.4629102349281311,equatable,0.45495545864105225,collator,0.45047128200531006,less-than,0.44268810749053955
name,name,type,0.5689592361450195,str,0.5432613492012024,surname,0.5273244380950928,smith,0.4746968448162079,description,0.47178125381469727,age,0.4671981632709503,gender,0.46582382917404175,value,0.45275023579597473,lastname,0.43139684200286865,firstname,0.4297472834587097
enc,name,ciphertext,0.6036341786384583,decrypt,0.6010767221450806,encode,0.5434626340866089,encoder,0.5397037267684937,encrypt,0.5298100113868713,encr,0.5285491943359375,enci,0.5171972513198853,plaintext,0.5099390745162964,crypt,0.5066500902175903,cipher,0.5055054426193237
root,name,non-root,0.5957379341125488,sub-tree,0.5561090111732483,subtree,0.5471435785293579,non-leaf,0.48574307560920715,subroot,0.48151880502700806,kdmflush,0.47836148738861084,leaf,0.45863813161849976,toor,0.4565277695655823,path,0.45300227403640747,nonroot,0.44926124811172485
built-in,name,developed,0.6340936422348022,build,0.6037158966064453,develop,0.6023074388504028,integrate,0.5478595495223999,pre-built,0.5129446983337402,utilize,0.4889097809791565,deployed,0.46901798248291016,open-source,0.46556955575942993,built-in,0.46519917249679565,re,0.46457603573799133
Time-out,name,millisecond,0.6983151435852051,elapse,0.6480523943901062,minute,0.6420029401779175,microsecond,0.6097568273544312,duration,0.5937211513519287,stamp,0.5920795202255249,period,0.5904977321624756,milisecond,0.5806094408035278,nanosecond,0.5735212564468384,msec,0.5663974285125732
dup,name,dupe,0.6037904620170593,duplicate,0.531821608543396,uniq,0.4992292821407318,norecompute,0.4682217538356781,duped,0.46439582109451294,invokespecial,0.4439377188682556,fileno,0.43915098905563354,pipefd,0.43120402097702026,dupl,0.41613754630088806,oldfd,0.4083878993988037
Current,name,curent,0.5539910197257996,previous,0.48299330472946167,next,0.4598003625869751,milli,0.4567793607711792,autoupdat,0.4319802224636078,dateand,0.4017496109008789,curren,0.39620861411094666,context,0.3877140283584595,position,0.37711381912231445,getcurrent,0.3620378375053406
Vrn,name,fmz,0.5205602645874023,zjz,0.5178414583206177,wzx,0.516817033290863,dyg,0.5147513151168823,cnq,0.5125784873962402,hzp,0.5110523104667664,uku,0.5107674598693848,krh,0.5095118284225464,fyz,0.5045604705810547,rjf,0.5042296648025513
pragma,name,omp,0.5257254838943481,mark,0.4587596356868744,ivdep,0.4497873783111572,noinline,0.44640666246414185,hdrstop,0.430828332901001,ifdef,0.4130849242210388,compiler-specific,0.4109562039375305,openmp,0.4092679023742676,declspec,0.40893226861953735,no-cache,0.40736010670661926
xattr,name,setxattr,0.5161112546920776,quarantine,0.47922563552856445,btrf,0.4493374824523926,vfat,0.4432326555252075,ubif,0.42896395921707153,non-directory,0.4250679910182953,chattr,0.4209977984428406,macosx,0.41813522577285767,squashf,0.413094699382782,cssm,0.41063645482063293
wbh,name,jvq,0.7115216851234436,vxc,0.7087481021881104,lqw,0.7041265964508057,wjm,0.6992064714431763,wqk,0.6991148591041565,hyj,0.6952447295188904,zln,0.6896640658378601,zjz,0.6868845224380493,hbk,0.6845155358314514,ujl,0.6840826272964478
Send,name,sent,0.8339180946350098,receive,0.7721633911132812,recieve,0.7286984920501709,recieved,0.623839795589447,sended,0.6215949654579163,recive,0.6165456771850586,resend,0.5968935489654541,reciev,0.5697621703147888,transmit,0.5619062781333923,incom,0.5556716322898865
crlf,name,linefeed,0.6606128811836243,end-of-line,0.6430813670158386,newline,0.6180292367935181,eol,0.5945214629173279,line-end,0.5926064252853394,cr-lf,0.5390474200248718,line-feed,0.5370928049087524,terminator,0.5246635675430298,linebreak,0.5112277269363403,carriage-return,0.5013913512229919
wordlen,name,maxword,0.6289145350456238,currentword,0.5936439633369446,getword,0.5888968706130981,nextword,0.5885146856307983,rword,0.5775874853134155,nword,0.5768753886222839,numword,0.5660335421562195,allword,0.5516191720962524,inputword,0.5458364486694336,countword,0.544583261013031
unix,name,nix,0.7804614901542664,unix-like,0.7525055408477783,linux,0.7428736686706543,unix-based,0.6802312135696411,solari,0.6646934747695923,posix,0.6339614391326904,unix-style,0.6215035915374756,hp-ux,0.5696423053741455,cygwin,0.567936897277832,hpux,0.5655169486999512
find,name,closest,0.5584503412246704,found,0.5331940650939941,npo,0.39027833938598633,couldnt,0.38622063398361206,sought,0.3835059404373169,locate,0.38062816858291626,match,0.3782092332839966,ancestor,0.3721219301223755,finder,0.364732027053833,occurance,0.3642192482948303
datestr,name,ymd,0.6607657670974731,datenum,0.6475000977516174,newdate,0.6352540254592896,datevec,0.6259691715240479,timestr,0.6169494986534119,dtstr,0.6059616804122925,mydate,0.5983142256736755,mdate,0.5797742009162903,hhmms,0.5407345294952393,fdate,0.5393247008323669
nbt,name,rzl,0.4708554744720459,nhg,0.4680202901363373,bfq,0.4633733332157135,tje,0.4444817900657654,twh,0.43670037388801575,ntn,0.4363429844379425,aqg,0.4355166554450989,qgj,0.4341198205947876,udw,0.4338957369327545,kby,0.43146708607673645
detect,name,detection,0.7402764558792114,identify,0.5383193492889404,detectable,0.5121773481369019,recognize,0.48181700706481934,detector,0.48001569509506226,discover,0.47889554500579834,determine,0.45613300800323486,suspiciou,0.4452260732650757,abnormal,0.44105422496795654,anomalou,0.436617374420166
defval,name,defaultval,0.45470765233039856,lkey,0.4434126913547516,wvalue,0.43110522627830505,keytype,0.4233643710613251,nparam,0.41918981075286865,rkey,0.4172741770744324,vlen,0.4169083535671234,intsize,0.4118170738220215,basetype,0.4115945100784302,rootkey,0.40935784578323364
Unrecognized,name,unrecognised,0.5732228755950928,nscf,0.46153825521469116,invalid,0.4385060667991638,uncaught,0.43632829189300537,selector,0.4132465124130249,deallocated,0.3996767997741699,unexpected,0.3953814208507538,unterminated,0.3933720290660858,libobjc,0.36812135577201843,error,0.34556105732917786
input,name,maxlength,0.5573244094848633,inp,0.5378265380859375,placeholder,0.5197833776473999,submit,0.5039153099060059,hidden,0.49065494537353516,inputbox,0.489664226770401,intput,0.4839608371257782,checkbox,0.4707903563976288,tabindex,0.4677875339984894,textinput,0.4661772847175598
Last-,name,first,0.7490692138671875,second,0.5033367276191711,middle,0.47411078214645386,penultimate,0.47167259454727173,traceback,0.4318849742412567,fist,0.42202484607696533,nlast,0.4183776378631592,lname,0.4159059226512909,second-to-last,0.4075050950050354,week,0.40106797218322754
estimate,name,estimation,0.7501808404922485,estimator,0.6610298752784729,calculate,0.568293035030365,approximate,0.557422399520874,posterior,0.5376183390617371,predict,0.5334922075271606,calibrate,0.511686384677887,mle,0.5115125179290771,mse,0.506569504737854,accurate,0.4988924562931061
pathn,name,pathi,0.630995512008667,x-to-y,0.5269507169723511,root-leaf,0.5201073884963989,reachi,0.5150774717330933,flow-carry,0.47324830293655396,maxpath,0.4559471607208252,ppath,0.4545348882675171,si-ti,0.45150697231292725,minimal-cost,0.45144668221473694,pathlength,0.4446992874145508
whereto,name,linkname,0.3848581910133362,herf,0.38320669531822205,fdest,0.3486962914466858,ajaxlink,0.34828466176986694,bnsl,0.3409577012062073,ahref,0.3375210464000702,shaderprogram,0.3356786370277405,gotopage,0.33211550116539,yourlink,0.3295670747756958,myanchor,0.3290024995803833
prepare,name,prepared,0.70747971534729,preparation,0.49595874547958374,prep,0.4903596043586731,execute,0.4575022757053375,unprepare,0.42345714569091797,pstmt,0.40775495767593384,stmnt,0.3901515007019043,prepped,0.3817561864852905,sqlite,0.37392252683639526,finalize,0.3734772205352783
gopher,name,nntp,0.5199991464614868,sunsite,0.4636446237564087,epsv,0.4554673135280609,protocal,0.4407348036766052,tftp,0.43939322233200073,nntplib,0.4388042092323303,webdav,0.4353522062301636,trout,0.4163255989551544,elsie,0.4121043086051941,tcp-based,0.41019493341445923
quic,name,spdy,0.6151342988014221,tcp-based,0.539649248123169,udp-based,0.5232393741607666,sameorigin,0.5098978281021118,application-layer,0.5043692588806152,mptcp,0.49933910369873047,nosniff,0.49831098318099976,udp,0.47530582547187805,websocket,0.4709632992744446,teredo,0.4695886969566345
strtok,name,strchr,0.7366156578063965,strsep,0.6706199645996094,strdup,0.6529814004898071,sscanf,0.6479243040084839,strcpy,0.6442156434059143,fget,0.6421080827713013,strpbrk,0.6279927492141724,strstr,0.6146061420440674,strncpy,0.608641505241394,strcspn,0.5940237045288086
date,name,datetime,0.6015297770500183,month,0.5617367625236511,ymd,0.5480948686599731,time,0.5379332304000854,getdate,0.5285956263542175,expiry,0.5254760980606079,fecha,0.5227400064468384,timestamp,0.5219429731369019,stamp,0.5026832818984985,utc,0.49814388155937195
port,name,host,0.6456692218780518,hostname,0.6325152516365051,tcp,0.5927774906158447,listen,0.5510349869728088,portnumber,0.5304527282714844,udp,0.5288301706314087,socket,0.5222975015640259,telnet,0.5143665075302124,localhost,0.48893964290618896,ip-addres,0.48352983593940735
proxy-tls13-ciphers,name,proxied,0.6313406229019165,setdefaultproxy,0.5125019550323486,proxyport,0.5089566707611084,hidemyas,0.5011754631996155,myproxy,0.4971492290496826,httpproxytunnel,0.4940451979637146,httpproxy,0.48317328095436096,proxyserver,0.4740731716156006,squid,0.4656677842140198,tunnel,0.45037126541137695
fatal,name,error,0.5501503944396973,uncaught,0.5045143961906433,fail,0.4901236891746521,unexpected,0.48018568754196167,caught,0.44955185055732727,errno,0.44313451647758484,abort,0.43171101808547974,logcat,0.4258435368537903,aborted,0.42500215768814087,cause,0.4202076494693756
push,name,pop,0.5820895433425903,unshift,0.4935007393360138,popped,0.48882704973220825,shove,0.48684871196746826,back,0.43986570835113525,emplace,0.41834554076194763,pull,0.41346919536590576,woosh,0.39571133255958557,pushy,0.39025843143463135,comma-and-space,0.37526196241378784
helper,name,dbhelper,0.4775962829589844,myhelper,0.4520455002784729,handlebar,0.4381427764892578,link-to,0.43459954857826233,lite,0.41004154086112976,hepler,0.407594233751297,htmlhelper,0.40720051527023315,utility,0.36994168162345886,helperclas,0.36536693572998047,bhelper,0.35799017548561096
mtx,name,mutex,0.5586994886398315,matrix,0.49672600626945496,rwlock,0.4608769416809082,unlock,0.4485730826854706,thr,0.43665987253189087,mymutex,0.4358810782432556,mutext,0.4284077286720276,waitq,0.4196062386035919,mtrx,0.4175204038619995,rdlock,0.4148757755756378
keep,name,kept,0.7863377332687378,maintain,0.6495659947395325,track,0.6350571513175964,stay,0.6099212169647217,alive,0.5185349583625793,remain,0.5059915781021118,intact,0.473325252532959,whilst,0.4475517272949219,tact,0.44155362248420715,avoid,0.43598878383636475
ilen,name,jlen,0.6674516201019287,olen,0.6070094704627991,rlen,0.6068503856658936,clen,0.5475039482116699,alen,0.5134332776069641,dlen,0.506780743598938,dlugosc,0.5023878812789917,plen,0.49844521284103394,slen,0.4969472289085388,maxlen,0.4843505024909973
allow,name,permit,0.5804572105407715,disallow,0.5572262406349182,ability,0.5053216814994812,restrict,0.48756855726242065,enable,0.48110732436180115,deny,0.4719234108924866,enforce,0.4418775737285614,capability,0.4206479787826538,easi,0.4160352945327759,require,0.40929925441741943
stuff,name,stuf,0.5518407821655273,funky,0.534335732460022,bunch,0.5318888425827026,morestuff,0.5047353506088257,crap,0.4934176504611969,bor,0.48254773020744324,dostuff,0.46794307231903076,whatnot,0.4592457413673401,otherstuff,0.458462119102478,thingy,0.4484714865684509
datan,name,datanm,0.6846692562103271,notitle,0.4583436846733093,nooutput,0.4194650650024414,criacao,0.40258488059043884,nplot,0.39301425218582153,datam,0.3861667513847351,xticlabel,0.3854984939098358,formata,0.38547003269195557,strcol,0.3843928575515747,grafico,0.38138720393180847
speed,name,slow,0.6270025968551636,mph,0.576554000377655,acceleration,0.5656067132949829,faster,0.5549032092094421,fast,0.551555871963501,deceleration,0.540654182434082,accelerate,0.5154390931129456,slowest,0.5142287015914917,efficiency,0.5072632431983948,latency,0.5050333738327026
clone,name,clonable,0.5525920391082764,cloneable,0.5514682531356812,cloner,0.5512680411338806,memberwise,0.5429760217666626,shallow,0.4573694169521332,copy,0.45424535870552063,deep-copy,0.44952255487442017,draggable,0.4384269714355469,deepcopy,0.4061923623085022,repo,0.4016198515892029
Select,name,tbl,0.5641458034515381,distinct,0.5463775396347046,selection,0.5142631530761719,qry,0.504798412322998,isnull,0.492864191532135,dbo,0.48334836959838867,yourtable,0.4778142273426056,query,0.4768763482570648,coalesce,0.46829137206077576,rownum,0.46090835332870483
letter,name,uppercase,0.7166588306427002,lowercase,0.6966416835784912,alphabet,0.6398900747299194,lower-case,0.6312780380249023,vowel,0.6202482581138611,upper-case,0.6191213130950928,capital,0.6172072291374207,leter,0.5935056209564209,capitalize,0.5861272215843201,capitalised,0.5759115815162659
stamp,name,timestamp,0.6919582486152649,time,0.5920795202255249,timestamped,0.5433114767074585,time-stamp,0.5249987244606018,ctime,0.5184996128082275,tstamp,0.5130237340927124,date,0.5026832818984985,curtime,0.48432084918022156,datestamp,0.47547632455825806,unixtime,0.47398948669433594
cwd,name,chdir,0.7000597715377808,getcwd,0.6257913112640381,dirname,0.5806193351745605,dir,0.5599592328071594,mydir,0.5261631011962891,glob,0.5233577489852905,homedir,0.5157688856124878,realpath,0.5126872062683105,yeoman,0.5116838216781616,curdir,0.4954449236392975
ISprint,name,isgraph,0.7763739228248596,iscntrl,0.6989870071411133,isxdigit,0.6953725814819336,isascii,0.6865235567092896,isspace,0.6364679932594299,ispunct,0.6262606382369995,isalnum,0.6254113912582397,islower,0.6096383333206177,isalpha,0.5921460390090942,isupper,0.587091863155365
