phrase,concept,most_sim_1,score_1,most_sim_2,score_2,most_sim_3,score_3,most_sim_4,score_4,most_sim_5,score_5,most_sim_6,score_6,most_sim_7,score_7,most_sim_8,score_8,most_sim_9,score_9,most_sim_10,score_10
flevel,comment,tabcte,0.6178581714630127,fparinum,0.5987962484359741,hrclvl,0.5797642469406128,locidhancestry,0.5636296272277832,getconsistentlogandcontinue,0.5615565776824951,lvlcount,0.5585505962371826,setrootlevel,0.5550154447555542,rolestructure,0.5528493523597717,foldertreeup,0.5508585572242737,personstudylevel,0.5498208403587341
charles,comment,richard,0.7391149997711182,paul,0.7214103937149048,james,0.7183688879013062,brian,0.7166228890419006,robert,0.7131977677345276,william,0.7003494501113892,andrew,0.6948055028915405,simon,0.6841636300086975,alan,0.6806715130805969,george,0.6792165637016296
spec,comment,specs,0.8482484221458435,specification,0.7867535352706909,specifications,0.6818578243255615,rfc,0.6237293481826782,ecma,0.5967749357223511,compliant,0.5956112146377563,nativesqlqueryspecification,0.5874289274215698,standard,0.5747048258781433,conforming,0.5742778778076172,ecmascript,0.5720046758651733
placed,comment,located,0.6928613185882568,placing,0.6763030290603638,reside,0.6008064150810242,arranged,0.5846181511878967,moved,0.5763500332832336,appear,0.5749408006668091,positioned,0.5550771951675415,occupied,0.5528453588485718,occupy,0.5521703362464905,within,0.5520901083946228
copes,comment,accommodates,0.6164414882659912,cope,0.5929434299468994,overcomes,0.561864972114563,tackles,0.5480073094367981,alleviates,0.5470942258834839,mitigates,0.5462026000022888,circumvents,0.538750946521759,sidesteps,0.5217647552490234,handles,0.5164968371391296,remedied,0.5148257613182068
flushing,comment,flush,0.8717465400695801,flushed,0.8542505502700806,flushes,0.8505486249923706,buffering,0.6810354590415955,buffered,0.6771205067634583,unflushed,0.6159806847572327,flusher,0.6002894043922424,clearing,0.5950844287872314,fsync,0.5790908932685852,writes,0.5690755844116211
coeffcients,comment,coefficients,0.5180880427360535,testoutlm,0.5033742189407349,coefficents,0.5021745562553406,lstsq,0.4962047338485718,coefficient,0.4865190386772156,acoefficients,0.4838423728942871,coef,0.4819999039173126,standardresid,0.4811915159225464,ficients,0.48037824034690857,coefficent,0.4675811231136322
inchar,comment,writeinchar,0.6300352811813354,charinchar,0.6280102729797363,outchar,0.6229971647262573,charinfile,0.6107129454612732,inbyte,0.6074368953704834,nextchar,0.5748169422149658,writerheostat,0.5713890790939331,charin,0.5711183547973633,cambiovariabiliseriale,0.5652625560760498,incomingbyte,0.5520939826965332
replication,comment,replicated,0.7655906677246094,failover,0.7238983511924744,sharding,0.7017377614974976,replica,0.687515139579773,mirroring,0.6786198616027832,replicas,0.6723461151123047,multimaster,0.6339634656906128,masterslave,0.6159132122993469,replicating,0.6147024631500244,loadbalancing,0.6130584478378296
replaces,comment,replaced,0.7497473955154419,removes,0.7117537260055542,replacing,0.6993532776832581,appends,0.6873482465744019,replace,0.6845550537109375,substitutes,0.6726707816123962,replacement,0.6276389956474304,erases,0.6169633865356445,adds,0.6125046014785767,overwrites,0.6120391488075256
affect,comment,affects,0.8313614130020142,impacted,0.8175309896469116,affected,0.8085712790489197,impacts,0.794752299785614,impact,0.7563661336898804,influences,0.755622148513794,impacting,0.7467767596244812,influence,0.7440469264984131,affecting,0.7212913036346436,effecting,0.7140074372291565
9-bit,comment,bits,0.6766263246536255,things,0.663418710231781,lot,0.6611416339874268,pretty,0.6495195627212524,thought,0.6365059614181519,thing,0.6299474239349365,tricky,0.6253806352615356,basically,0.6236511468887329,realize,0.6147547364234924,wondering,0.6054433584213257
cprt,comment,prend,0.5054212212562561,prdoc,0.49698519706726074,createsolidcolorbrush,0.46955251693725586,dallocation,0.46130359172821045,genγ,0.4578360319137573,engagé,0.45513004064559937,interλx,0.4538010358810425,descendre,0.45372331142425537,dimpab,0.45079296827316284,ecrit,0.4507167935371399
encounter,comment,encountered,0.8688448071479797,encountering,0.8183448314666748,faced,0.7192544937133789,occur,0.7140660285949707,experiencing,0.6894353628158569,causing,0.6858117580413818,arise,0.6823354959487915,facing,0.6735154390335083,confronted,0.6717129945755005,caused,0.6686996221542358
cause,comment,causes,0.9079141616821289,caused,0.7465063333511353,causing,0.7130407691001892,occur,0.6596472263336182,due,0.6575908660888672,lead,0.6500126123428345,prevented,0.6359697580337524,suffer,0.6227962970733643,occurs,0.6179130673408508,provoke,0.6169061660766602
solution,comment,solutions,0.88631272315979,approach,0.7347756028175354,workaround,0.7141178846359253,answer,0.7048187255859375,trick,0.6818811893463135,solve,0.6673489212989807,alternative,0.6612036228179932,suggestion,0.6567142605781555,workarounds,0.6501682996749878,idea,0.6457438468933105
convenience,comment,simplicity,0.744840145111084,convenient,0.6910389065742493,clarity,0.6774236559867859,sake,0.6648043394088745,conciseness,0.6443477869033813,brevity,0.6175659894943237,ease,0.5982142686843872,notational,0.5765026211738586,conveniences,0.5711561441421509,readability,0.5566695928573608
vector,comment,vectors,0.8607778549194336,matrix,0.6949602365493774,vec,0.6398086547851562,scalar,0.5988599061965942,subvector,0.5664859414100647,indices,0.5612404346466064,matrices,0.5508670806884766,myvector,0.5434459447860718,vect,0.5288295745849609,vectorarray,0.5151680707931519
enclosing,comment,outermost,0.6526834964752197,encloses,0.6088384389877319,enclosed,0.5843156576156616,outer,0.5831239819526672,closure,0.5809091329574585,innermost,0.5804578065872192,inside,0.5673006176948547,surrounding,0.5632290840148926,scope,0.5609158277511597,scoping,0.5416544079780579
indices,comment,indicies,0.7187931537628174,indexes,0.7074254155158997,index,0.6557790040969849,indeces,0.6370130777359009,vectors,0.6307210326194763,indexing,0.6291172504425049,positions,0.625927209854126,indexed,0.6071816682815552,arrays,0.5900523066520691,tuples,0.5832198262214661
reinvent,comment,reinventing,0.9354379177093506,reinvents,0.778274655342102,reinvented,0.7507436871528625,reinveting,0.7373526692390442,reinvention,0.7339186668395996,reivent,0.7212811708450317,reevent,0.7058576941490173,reiventing,0.7041473388671875,invent,0.7011734247207642,whichwheel,0.676092267036438
ups,comment,downs,0.5051194429397583,upmrs,0.4833107590675354,boxesdrop,0.4818585515022278,tblusersel,0.4810543954372406,upstrackendpoint,0.4799082577228546,mdownn,0.4552420377731323,lineinteractive,0.43211057782173157,utpps,0.42172127962112427,drop,0.42023199796676636,reversaldown,0.41662371158599854
force,comment,forcing,0.8583608865737915,forces,0.8296051621437073,forced,0.7835932970046997,prevent,0.5705181360244751,manually,0.5277622938156128,forceish,0.5262941122055054,simply,0.5255515575408936,happen,0.5153573751449585,stay,0.5091406106948853,usersoff,0.5073912143707275
blue-xblue-scale,comment,green,0.7789897918701172,grey,0.7224445939064026,red,0.721074640750885,yellow,0.709243893623352,purple,0.6972873210906982,black,0.688469409942627,gray,0.6824196577072144,pink,0.675072968006134,colour,0.6481287479400635,color,0.6374390721321106
incremented,comment,increment,0.8739931583404541,decremented,0.8627731800079346,incrementing,0.8532195091247559,increments,0.830394983291626,decrement,0.7472072839736938,decrements,0.7430130839347839,counter,0.7343456149101257,decrementing,0.7193603515625,incrementation,0.6883261799812317,incrementeddecremented,0.6396377086639404
consistent,comment,inconsistent,0.7336590886116028,consistency,0.6655329465866089,stable,0.6568329334259033,consistently,0.6513835191726685,respect,0.6184911727905273,correct,0.6150075793266296,guaranteed,0.6108570098876953,importantly,0.602897584438324,coherent,0.5975587964057922,guarantee,0.5923831462860107
nail,comment,hammer,0.756732702255249,nails,0.7127103209495544,screwdriver,0.6516824960708618,proverbial,0.644092321395874,hammers,0.623916745185852,sledge,0.6129031181335449,pounding,0.6022038459777832,beating,0.5792022347450256,neck,0.5729539394378662,screw,0.5728118419647217
implemented,comment,implement,0.8348231315612793,implementing,0.8140305280685425,built,0.7182708382606506,implementation,0.7166113257408142,reimplemented,0.6751112341880798,supports,0.6743852496147156,designed,0.6709925532341003,implementations,0.6679171323776245,reimplement,0.6576071977615356,ported,0.6505178213119507
hewlett,comment,packard,0.6965477466583252,hewlet,0.6530858874320984,hewlettpackard,0.626417875289917,panoz,0.5464318990707397,blavatskyy,0.5441461801528931,packards,0.5315262675285339,deskjet,0.5278332233428955,toshiba,0.5248281359672546,bedau,0.5172367691993713,photosmart,0.4963199496269226
goto,comment,exit,0.6033484935760498,errorcleanup,0.5920305252075195,skiptob,0.5897426605224609,vcvarsqueryregistry,0.5868022441864014,throwoutofboundsexception,0.5762473940849304,ipattained,0.575944721698761,sockconnectexit,0.5735602378845215,errortrap,0.5683106184005737,paramupdatedateus,0.5601720809936523,endoffor,0.5575384497642517
established,comment,establish,0.7691022753715515,establishing,0.7459617853164673,establishes,0.6859744787216187,proven,0.6287288665771484,proved,0.6057311296463013,establishment,0.5720813274383545,reestablished,0.5636545419692993,concluded,0.536922037601471,reestablish,0.5347997546195984,discussed,0.5338045358657837
errors,comment,error,0.8453345894813538,erros,0.6915453672409058,warnings,0.6783491373062134,warning,0.6675844192504883,exceptions,0.6526578664779663,mistakes,0.6520774364471436,bugs,0.650514543056488,failures,0.6387141942977905,failing,0.6334888935089111,exception,0.6268973350524902
hide,comment,hiding,0.8295422792434692,hides,0.7939848899841309,unhide,0.7706054449081421,showhide,0.7516584396362305,hideshow,0.7482080459594727,visible,0.7338491678237915,hidding,0.7291449308395386,invisible,0.7194907069206238,hided,0.6873703002929688,unhiding,0.6825539469718933
saying,comment,says,0.7681987285614014,something,0.7067118883132935,say,0.6778140068054199,think,0.6696940660476685,really,0.6547949314117432,anything,0.6311146020889282,ought,0.6162570714950562,nothing,0.6127318143844604,stating,0.6064373850822449,said,0.6062734127044678
specification,comment,specifications,0.9026287794113159,spec,0.7867535352706909,semantics,0.6589148044586182,specs,0.6448781490325928,conformance,0.6425846815109253,formal,0.6262738704681396,conforming,0.6252080798149109,definition,0.6045722961425781,aadl,0.5823686122894287,rfc,0.5784574747085571
selected,comment,selection,0.7924807071685791,selecting,0.7852833867073059,selects,0.7590242624282837,unselected,0.7319468259811401,deselected,0.7175194025039673,preselected,0.7153893709182739,selections,0.7057368159294128,deselect,0.7051206827163696,chosen,0.6844677329063416,dropdown,0.6813974976539612
supplied,comment,supplying,0.7696695923805237,expects,0.6741414070129395,passed,0.6579989790916443,supply,0.6573343873023987,provided,0.6569955348968506,accepts,0.6207073926925659,supplies,0.6167616844177246,specified,0.575206458568573,specifies,0.5715525150299072,usersupplied,0.5232167840003967
decoding,comment,decoder,0.8052254915237427,decoders,0.7614211440086365,decoded,0.7199981212615967,encodingdecoding,0.701316237449646,decode,0.6918153762817383,decodings,0.6498761773109436,decodes,0.6257920265197754,reencoding,0.6090232133865356,errorcorrection,0.6083385348320007,harddecision,0.6023754477500916
supplies,comment,supply,0.7194111347198486,supplying,0.627293050289154,supplied,0.6167616844177246,provides,0.5387105345726013,provided,0.4976993799209595,equipment,0.4937562346458435,plugs,0.49188703298568726,collects,0.49045640230178833,delivers,0.4902862310409546,equipped,0.48665547370910645
net,comment,mvc,0.6499229669570923,asp,0.6245400309562683,webforms,0.6123547554016113,web,0.5751694440841675,iis,0.5433441400527954,aspnet,0.5397075414657593,webapi,0.5282726883888245,wcf,0.5219557285308838,framework,0.5111807584762573,winforms,0.5065439343452454
increasing,comment,decreasing,0.8915634155273438,increase,0.8715193271636963,increases,0.8658568859100342,increased,0.845485270023346,decrease,0.8322156667709351,decreases,0.8147703409194946,decreased,0.7675203084945679,grows,0.7468111515045166,growing,0.7369276881217957,reducing,0.7238515615463257
mntr,comment,donesort,0.42733195424079895,iionw,0.42371994256973267,mtr,0.42097043991088867,rschc,0.418387234210968,ssdsize,0.4103991687297821,eieje,0.40997514128685,avgrw,0.4087786078453064,mmme,0.4069651961326599,relationshipmanagerid,0.4058845043182373,mtn,0.40438559651374817
compilers,comment,compiler,0.8378898501396179,gcc,0.7463948726654053,msvc,0.6642363667488098,clang,0.6604310870170593,fortran,0.6432050466537476,optimizations,0.6404869556427002,llvm,0.6250432729721069,assembler,0.6207334995269775,compilation,0.6124652624130249,implementations,0.5905304551124573
coefficient,comment,coefficients,0.8450772166252136,correlation,0.6236004829406738,coefficent,0.6214505434036255,variance,0.6061084270477295,slope,0.6011139154434204,xlabelsilhouette,0.6010859608650208,coeff,0.5916553735733032,ylabelweight,0.578840434551239,factor,0.5786771774291992,servizationsattributes,0.5745362043380737
bckg,comment,bgcounter,0.5476988554000854,targetlow,0.532434344291687,shorttextbg,0.5095941424369812,redvi,0.5010140538215637,sozaia,0.49892908334732056,picsbg,0.4938082695007324,transparentbg,0.4910885691642761,bgselector,0.48994600772857666,imageschart,0.48898547887802124,setbackgroundimagename,0.4808186888694763
green-scale,comment,blue,0.7875076532363892,red,0.728369414806366,grey,0.718827486038208,yellow,0.7183767557144165,black,0.6845571994781494,gray,0.6776752471923828,purple,0.6749159097671509,scales,0.6721515655517578,orange,0.6537107229232788,pink,0.6536070704460144
reported,comment,observed,0.7081826329231262,confirmed,0.7020425796508789,discovered,0.6824265718460083,concluded,0.6627380847930908,suspected,0.642004132270813,noticed,0.6343539953231812,revealed,0.6311623454093933,caused,0.6154619455337524,examined,0.6105802655220032,found,0.6036468744277954
gamut,comment,variety,0.46899673342704773,ranging,0.42662036418914795,myriad,0.42580628395080566,srgb,0.42343536019325256,wide,0.41758373379707336,multitude,0.40898171067237854,plethora,0.3945968747138977,monochrome,0.3921706974506378,encompassing,0.39124083518981934,imaginable,0.3897222578525543
cksum,comment,cksuma,0.6514302492141724,checksum,0.5724054574966431,chksum,0.5541521906852722,jacksum,0.5238097906112671,crcbuffer,0.5228539705276489,incksum,0.521388053894043,filecksum,0.5173839330673218,checksumtype,0.5167033672332764,newchecksumdefaultsite,0.5127906203269958,checksumstring,0.5114244222640991
represented,comment,represent,0.8793954253196716,representing,0.8786658048629761,represents,0.826736569404602,expressed,0.7257760763168335,correspond,0.719257652759552,modeled,0.7100086212158203,modelled,0.7023529410362244,composed,0.6986712217330933,consisting,0.6735281944274902,interpreted,0.6713000535964966
path,comment,paths,0.8554952144622803,subpath,0.6230633854866028,directory,0.6179183125495911,pathes,0.6101895570755005,root,0.5900996327400208,directories,0.5728908181190491,pathname,0.5669689178466797,sdcardcameraappimage,0.5573530197143555,balancerworkerroute,0.5549726486206055,pathlenth,0.5446666479110718
violate,comment,violates,0.8812011480331421,violating,0.8779255151748657,violated,0.8322937488555908,enforced,0.77544105052948,enforce,0.7645180225372314,obey,0.7369307279586792,enforcing,0.707744836807251,comply,0.7047477960586548,enforces,0.6937028169631958,adhere,0.6861501932144165
obtained,comment,obtain,0.7555641531944275,yields,0.7357103824615479,achieved,0.6637414693832397,computed,0.6465487480163574,yielding,0.6281706690788269,obtains,0.6154458522796631,resulting,0.6083239912986755,obtainable,0.6041657328605652,obtaining,0.5963675379753113,gives,0.5942908525466919
chunked,comment,chuncked,0.765338659286499,nonchunked,0.7078099846839905,requestentityprocessing,0.6961851119995117,chunkednn,0.653270959854126,clienttransferencoding,0.6332504749298096,contentlength,0.6146425008773804,httpchunkeddecode,0.6095389127731323,chunkedrn,0.6091727018356323,gzipped,0.5993608236312866,chunking,0.5937218070030212
grayscale-no-alpha,comment,greyscale,0.7919840216636658,rgb,0.7412267923355103,alphachannel,0.6695724725723267,colorchannel,0.665184497833252,luminance,0.6546867489814758,grayscaled,0.6515769958496094,alphatransparency,0.6500130891799927,nonpremultiplied,0.6450947523117065,pixel,0.6415879130363464,cicolormatrix,0.6402570009231567
leaves,comment,leaving,0.7483351826667786,leaf,0.6609787940979004,leave,0.633967399597168,subtree,0.6193991899490356,tree,0.6028928160667419,moves,0.5963947772979736,remains,0.5953247547149658,subtrees,0.5943183302879333,remaining,0.5853650569915771,ends,0.5772176384925842
changed,comment,change,0.8427419662475586,changing,0.8055431842803955,updated,0.7814827561378479,altered,0.7337146997451782,modified,0.7104105949401855,reflected,0.6866676807403564,reflect,0.6724615097045898,removed,0.6696526408195496,reverted,0.6587516069412231,update,0.6395543813705444
chromaticities,comment,farbbild,0.6317068934440613,rgb,0.594719648361206,mattecolor,0.5909612774848938,hslstring,0.5783467292785645,chromaticity,0.5748353600502014,whitepoint,0.5665255784988403,bgrrgb,0.5643880367279053,documentfill,0.5604113340377808,rgbtohls,0.5595340132713318,farbwert,0.5572700500488281
reports,comment,report,0.9070345759391785,reporting,0.8258646726608276,reported,0.6012294888496399,dashboards,0.5782398581504822,ssrs,0.5547407865524292,reportedplayer,0.5407648682594299,daily,0.538288950920105,reportsdefault,0.5352101922035217,logs,0.5336350202560425,reporter,0.5329378843307495
ignoring,comment,ignore,0.8073563575744629,ignores,0.7775154709815979,disregarding,0.7562819719314575,disregard,0.7337328195571899,irrelevant,0.6966747045516968,omitting,0.6862633228302002,ignored,0.6825652122497559,discarding,0.6744132041931152,skipping,0.6529568433761597,neglecting,0.6473329663276672
truefalse,comment,falsetrue,0.7075091600418091,booleans,0.6595337390899658,truthyfalsy,0.6325963139533997,yesno,0.6026449203491211,truthy,0.5980867743492126,bollean,0.5851755142211914,boolean,0.5837537050247192,boolen,0.5769702196121216,bools,0.5634512901306152,trueor,0.544011116027832
tolerance,comment,tolerant,0.6649920344352722,tolerances,0.6341908574104309,resilience,0.6061818599700928,resiliency,0.5740154981613159,faulttolerance,0.5710170269012451,tolerable,0.5586012601852417,robustness,0.5574348568916321,tolerate,0.5480629205703735,reliability,0.5354045629501343,tolerated,0.5127413272857666
permit,comment,permits,0.7777525186538696,permitted,0.7583872079849243,permitting,0.7507253885269165,prohibit,0.714054524898529,allowed,0.708055317401886,allow,0.7062659859657288,allowing,0.6627072095870972,forbid,0.6477012634277344,disallow,0.6168311834335327,prohibits,0.6054233908653259
pack,comment,packs,0.7853937149047852,servicepackservice,0.7192239165306091,packed,0.6654045581817627,addlocaldirectory,0.6296000480651855,unpack,0.6276484131813049,sidetix,0.6166281700134277,componentassetsimagesfind,0.6131857633590698,ramizsavepack,0.589567244052887,sidemiddle,0.5874021053314209,genericauthority,0.5871604084968567
changes,comment,modifications,0.7016983032226562,alterations,0.6921558380126953,change,0.6799570322036743,modification,0.6514838337898254,changing,0.6484137773513794,changed,0.6375086307525635,altered,0.6263121366500854,adjustments,0.6240936517715454,updates,0.5933581590652466,alteration,0.5802655220031738
clobbers,comment,clobber,0.6183156967163086,clobbered,0.5988032817840576,inputoperands,0.5611324906349182,clobbering,0.498380184173584,assemblertemplate,0.4528251588344574,libcspecific,0.4452626705169678,locknt,0.44451355934143066,nonstrictmode,0.4444849491119385,yuvshift,0.43919461965560913,overwrites,0.4340119957923889
prints,comment,printed,0.8588917255401611,printing,0.7973101139068604,print,0.7106118202209473,printout,0.6726832389831543,outputs,0.6191285252571106,spits,0.6176393032073975,outputted,0.6021915078163147,puts,0.5981472730636597,outputting,0.578955888748169,output,0.5781593322753906
secure,comment,secured,0.8156522512435913,securely,0.7658473253250122,security,0.7611680030822754,securing,0.7611090540885925,insecure,0.7514299154281616,encryption,0.7174828052520752,ssl,0.7013323307037354,authentication,0.6834001541137695,trusted,0.6768477559089661,encrypted,0.6756410598754883
stray,comment,errant,0.7006911039352417,misplaced,0.6523336172103882,unclosed,0.6342483758926392,pesky,0.6055203676223755,screwing,0.6037174463272095,offending,0.6032087206840515,extraneous,0.5886775255203247,screwed,0.5783361196517944,messed,0.5644727349281311,semicolon,0.5571174621582031
lengthen,comment,shorten,0.6804436445236206,lengthened,0.6781014204025269,lengthens,0.6581300497055054,shortens,0.6260810494422913,lengthening,0.6126197576522827,shortening,0.5942273736000061,shorter,0.552985429763794,prolong,0.5408397912979126,prolongs,0.5289206504821777,elongate,0.5287652015686035
replace,comment,replacing,0.7542473673820496,replaced,0.7403748035430908,substitute,0.7111744284629822,replacement,0.7088587284088135,replaces,0.6845550537109375,replaceall,0.6536154747009277,remove,0.6227952241897583,replacements,0.5992534160614014,findreplace,0.5970303416252136,searchandreplace,0.5717941522598267
printf,comment,fprintf,0.7291802167892456,dn,0.668088436126709,printfs,0.6539390683174133,zpxhowsetup,0.6245290040969849,scanf,0.6233760118484497,pritnf,0.6176637411117554,prtinf,0.6110200881958008,cout,0.6107466220855713,putchar,0.6079901456832886,prinft,0.6074353456497192
printer,comment,printers,0.8515358567237854,printernaam,0.7102554440498352,aantalkleur,0.6938968300819397,printaddpersontitle,0.6884990930557251,deferredprinters,0.6740529537200928,getprintqueue,0.6641120910644531,formattingpretty,0.6458824872970581,getprinters,0.6444522738456726,printerh,0.6323257684707642,setdatawriter,0.6296353936195374
blue-yred-x,comment,red,0.716755747795105,green,0.679776668548584,yellow,0.6543701887130737,yblue,0.6397520303726196,grey,0.6066081523895264,black,0.6024625301361084,purple,0.5995804667472839,colour,0.5979257225990295,colored,0.5935027003288269,gray,0.5926753282546997
counts,comment,count,0.7752198576927185,counted,0.7577965259552002,counting,0.7344678640365601,total,0.621464729309082,frequencies,0.617669403553009,paramlistcounts,0.6140145063400269,occurrences,0.6091817617416382,counters,0.5993832349777222,counter,0.5977813005447388,histogram,0.5968672037124634
derivatives,comment,derivative,0.8934877514839172,integrals,0.6931153535842896,differentials,0.6477068662643433,jacobian,0.6432787775993347,secondorder,0.6425414085388184,differentiation,0.6414775848388672,hessian,0.6386278867721558,derivate,0.6210759878158569,moments,0.617043137550354,integrand,0.6054985523223877
ab-c-c,comment,b,0.721498966217041,cc,0.700922429561615,equivalent,0.5976697206497192,g,0.5900272130966187,bc,0.5695396661758423,cd,0.5479261875152588,note,0.539080023765564,standard,0.5299289226531982,suppose,0.5213033556938171,functions,0.5098233222961426
achieve,comment,achieving,0.8632137775421143,accomplish,0.8013120889663696,achieved,0.7666733264923096,attain,0.7656395435333252,acheive,0.764613151550293,achive,0.7093146443367004,accomplishing,0.6495050191879272,realize,0.633552074432373,implement,0.6320133209228516,achieves,0.6290308833122253
chooses,comment,picks,0.8719154596328735,selects,0.8162196278572083,chosen,0.768552839756012,decides,0.7380034327507019,choses,0.7378725409507751,choose,0.7067142724990845,pick,0.7028166055679321,choosing,0.6766711473464966,picked,0.6588594913482666,picking,0.5913665294647217
leaks,comment,leak,0.9396724700927734,leaking,0.8436930775642395,memoryleak,0.6960641741752625,leaked,0.6762326955795288,memoryleaks,0.6441810727119446,corruption,0.6014086008071899,leakages,0.5945721864700317,crash,0.5799605250358582,bugs,0.5790103077888489,releasing,0.5656834840774536
overhead,comment,overheads,0.9327408075332642,latency,0.7346740961074829,cost,0.719393789768219,slowdown,0.7043501138687134,costs,0.7012234926223755,footprint,0.669017493724823,expensive,0.6637009382247925,performance,0.6629717946052551,bottleneck,0.6624988317489624,burden,0.656061589717865
tell,comment,know,0.7192754149436951,tells,0.6766369342803955,telling,0.6586325168609619,ask,0.6180330514907837,really,0.6119351387023926,thats,0.6101560592651367,think,0.6098816990852356,seeing,0.5991620421409607,knows,0.5952818393707275,okay,0.5907053351402283
zeroes,comment,zeros,0.9100977778434753,padded,0.6792465448379517,digits,0.6773419380187988,trailing,0.6460996270179749,leading,0.6177877187728882,digit,0.6095195412635803,blanks,0.6031509637832642,mantissa,0.5778375864028931,pad,0.5731350183486938,numbers,0.5676472783088684
standardized,comment,standardised,0.8747239112854004,standardize,0.7323098182678223,standard,0.70371413230896,standardization,0.7021783590316772,compliant,0.6913818120956421,standards,0.674411416053772,defacto,0.6649957299232483,standardizing,0.664622962474823,interoperable,0.6434699892997742,iso,0.6367325782775879
alphas,comment,classesalpha,0.7008213996887207,alertalphas,0.6694179773330688,alpha,0.6519944667816162,alphaf,0.6502704620361328,resolvedalphas,0.6338907480239868,alphapointer,0.5832751989364624,alphabetas,0.5798965096473694,alphasfields,0.5457264184951782,ridgetourism,0.5430700778961182,teamword,0.5345731973648071
backwards,comment,backward,0.8658161163330078,forward,0.7082891464233398,upward,0.6013457775115967,backword,0.594353199005127,reverse,0.5875451564788818,upwards,0.5869868397712708,straight,0.5634775161743164,backwords,0.5576705932617188,frontwards,0.5554389953613281,bufferdictionary,0.548457682132721
channels-1,comment,channel,0.8669307231903076,subchannels,0.6494407057762146,receivers,0.6418952941894531,firechanneldisconnected,0.6280606985092163,writablebytechannelimpl,0.607125997543335,firechannelclosed,0.596566915512085,firechannelopen,0.5768399238586426,multichannels,0.5747607946395874,signals,0.5684490203857422,devicechannel,0.5638092756271362
zeroed,comment,zeroing,0.7608810067176819,initialised,0.6314209699630737,zerofilled,0.6264867186546326,initialized,0.6200933456420898,nulled,0.5752909779548645,zeroedout,0.5630345940589905,uninitialized,0.5544024109840393,zerovalued,0.5473703145980835,memset,0.5442009568214417,initialise,0.5422440767288208
hold,comment,holds,0.8176342844963074,holding,0.7210645079612732,held,0.6128041744232178,imply,0.6115883588790894,satisfy,0.5846759080886841,satisfied,0.5536757707595825,assume,0.5336126089096069,implies,0.512973427772522,store,0.506554901599884,suppose,0.5052783489227295
