phrase,concept,most_sim_1,score_1,most_sim_2,score_2,most_sim_3,score_3,most_sim_4,score_4,most_sim_5,score_5,most_sim_6,score_6,most_sim_7,score_7,most_sim_8,score_8,most_sim_9,score_9,most_sim_10,score_10
smp,comment,numa,0.633706271648407,multiprocessor,0.5846645832061768,uniprocessor,0.568962812423706,multicore,0.5674241781234741,multi-processor,0.5627991557121277,shared-memory,0.5532501935958862,sparc,0.5526468753814697,multi-core,0.5451539754867554,solari,0.5447324514389038,single-core,0.5383685827255249
remainig,comment,mintue,0.378349244594574,grater,0.36728334426879883,rema,0.36531001329421997,tmpdate,0.35997605323791504,datetoday,0.3552614152431488,chcek,0.3548581004142761,unti,0.35387876629829407,retrn,0.3531498312950134,txtdate,0.34818148612976074,ndate,0.3426528573036194
bonus,comment,bonu,0.7231577634811401,earn,0.6229245066642761,perk,0.5103039741516113,award,0.4984126687049866,reward,0.49104011058807373,payout,0.4878571033477783,prize,0.48484572768211365,bounty,0.4824661612510681,subsidy,0.48159343004226685,remuneration,0.4705272316932678
foundation,comment,kit,0.5016365051269531,zurb,0.46577924489974976,fundation,0.41425156593322754,illuminate,0.4132254719734192,framework,0.3998832106590271,core,0.3930911719799042,microsoft,0.38554489612579346,groundwork,0.3815429210662842,libobjc,0.3742108941078186,symfony,0.36861374974250793
standard,comment,standardize,0.6224534511566162,facto,0.6176903247833252,de-facto,0.6035270094871521,compliant,0.5726448893547058,standardise,0.5689916610717773,defacto,0.5600032806396484,standart,0.5468223094940186,non-standard,0.5467640161514282,iec,0.534546434879303,mandate,0.5192604064941406
mvv,comment,mvvmcros,0.5230991840362549,qiw,0.5212208032608032,kuw,0.5149502754211426,qcj,0.512902557849884,xwc,0.5014086961746216,mvw,0.4959622025489807,dvz,0.4944595396518707,tvj,0.4924021363258362,kmy,0.4911087453365326,xnw,0.489763081073761
prefetch,comment,pre-fetch,0.8136110305786133,prefetched,0.749099850654602,prefetcher,0.7395520210266113,cache,0.6048455834388733,pre-fetched,0.5649488568305969,i-cache,0.5460299849510193,cache-mis,0.5429978370666504,pipelin,0.5341038107872009,uncached,0.5335858464241028,cache-line,0.5331013202667236
onto,comment,underneath,0.48059189319610596,ontop,0.4799107611179352,grafted,0.4589083790779114,basical,0.44978848099708557,overlaid,0.44526687264442444,popped,0.44365429878234863,back,0.44292715191841125,overlayed,0.44276168942451477,together,0.421358197927475,tacked,0.42075666785240173
rank,comment,ranked,0.6875743865966797,rnk,0.596358597278595,score,0.5427407026290894,pagerank,0.5066786408424377,ndcg,0.4804941713809967,ranker,0.4764482378959656,maxrank,0.47536027431488037,relevancy,0.4562581181526184,top-ranked,0.45601749420166016,relevance,0.4509524703025818
enumerate,comment,enumeration,0.6251718997955322,iterate,0.5436095595359802,iterable,0.454864501953125,islouse,0.448869526386261,xrange,0.4471336007118225,defaultdict,0.4468952715396881,iteritem,0.44614991545677185,enumerator,0.4332522451877594,itertool,0.42304325103759766,iterkey,0.4216315448284149
right-padding,comment,left,0.7376882433891296,rigth,0.6272941827774048,bottom,0.5888957977294922,hand,0.5497270226478577,top,0.5353137254714966,righ,0.5251209735870361,arrow,0.5108464956283569,rightmost,0.5089618563652039,handside,0.508597731590271,side,0.5028765797615051
distance,comment,euclidian,0.6205306053161621,euclidean,0.6178667545318604,manhattan,0.5680440664291382,dissimilarity,0.5563923120498657,great-circle,0.5415627956390381,levenshtein,0.5407971143722534,kilometer,0.5363662242889404,pdist,0.5345097184181213,cityblock,0.5298105478286743,mile,0.5282725095748901
tree,comment,subtree,0.6396337151527405,leaf,0.6207486987113953,sub-tree,0.6152662038803101,mytree,0.5951682329177856,bst,0.5798072218894958,treeview,0.5769871473312378,forest,0.5636805891990662,tree-like,0.5320074558258057,tree-structure,0.529852569103241,tres,0.5269777178764343
minus,comment,plus,0.6493256092071533,subtract,0.6365687251091003,substract,0.5825424194335938,multip,0.5249061584472656,substraction,0.4985775351524353,subtraction,0.49746477603912354,zero,0.4823516607284546,pluss,0.4758787453174591,sign,0.46022045612335205,tilde,0.4555395245552063
recheck,comment,re-check,0.6741259098052979,chek,0.4869948625564575,reevaluate,0.4517819285392761,retest,0.444909006357193,check,0.4400821924209595,rechecked,0.4373100996017456,re-scan,0.4233967959880829,re-test,0.4227595925331116,checke,0.4166278839111328,woken,0.40980416536331177
rewrite,comment,qsa,0.5799552202224731,rewriterule,0.5787831544876099,rewite,0.5694892406463623,htaces,0.5445213317871094,rewritecond,0.5085656642913818,htacce,0.48520153760910034,rule,0.47014090418815613,mod-rewrite,0.46783551573753357,rewrited,0.4592919647693634,httacces,0.45243507623672485
increment,comment,incremented,0.8051191568374634,decrement,0.7627409100532532,increament,0.6416735649108887,incrementation,0.6174976229667664,decremented,0.6074849367141724,counter,0.5995002388954163,incriment,0.49406230449676514,incr,0.49366143345832825,auto-increment,0.4847228527069092,incrementer,0.4699627459049225
seem,comment,probab,0.6953340768814087,obvious,0.6755749583244324,believe,0.6721398830413818,although,0.6610026359558105,apparent,0.6586943864822388,perhap,0.6474603414535522,thought,0.6198776960372925,somewhat,0.606407880783081,quite,0.6026147603988647,suspect,0.5986466407775879
ponder,comment,contemplat,0.5844430327415466,contemplate,0.5764421224594116,debated,0.5645036697387695,debat,0.5536530613899231,intrigued,0.5356074571609497,pondered,0.5143870711326599,enlightened,0.5072779655456543,elaborat,0.5056087374687195,reconsider,0.5045480728149414,glad,0.49914658069610596
strength,comment,strenght,0.6862040162086487,strengh,0.5305355787277222,rssi,0.5146124362945557,weakness,0.5056359767913818,susceptibility,0.5010846853256226,toughnes,0.4900433421134949,dexterity,0.47051259875297546,stamina,0.46907925605773926,charisma,0.45907169580459595,weaknes,0.45701080560684204
latter,comment,former,0.8723726868629456,whereas,0.5926234722137451,neither,0.5511338710784912,yugoslav,0.5433417558670044,indeed,0.5368198156356812,necessari,0.5170325040817261,preferable,0.49982210993766785,although,0.4754074811935425,oppose,0.4739442467689514,either,0.46304669976234436
indexed,comment,non-indexed,0.6127453446388245,unindexed,0.5936676263809204,indexable,0.5849887728691101,indice,0.5245040059089661,low-cardinality,0.5129091739654541,non-unique,0.49326783418655396,full-text,0.46813541650772095,nonindexed,0.4631918668746948,indexer,0.4508415758609772,b-tree,0.4431210160255432
shallow,comment,deep,0.6652228832244873,memberwise,0.5440877079963684,deepcopy,0.5160226225852966,deep-copy,0.5046137571334839,clone,0.4573694169521332,deeper,0.4464893639087677,shallower,0.4425309896469116,elide,0.44035521149635315,mutability,0.4399413466453552,sub-object,0.4192613959312439
non-captures,comment,existent,0.6249048709869385,existant,0.516152024269104,ewith,0.393478661775589,repudiation,0.38437867164611816,empty,0.36027735471725464,dbcmd,0.3598114252090454,zero,0.3594714403152466,cmd,0.35662132501602173,ocmd,0.3564037084579468,habent,0.35619911551475525
object,comment,obj,0.5597380995750427,obect,0.5147528648376465,obejct,0.4852440059185028,oject,0.46717625856399536,ojbect,0.4664464592933655,method,0.44176197052001953,dictionary,0.4386645555496216,expando,0.4373966455459595,objec,0.43174731731414795,array,0.42446136474609375
letter,comment,uppercase,0.7166588306427002,lowercase,0.6966416835784912,alphabet,0.6398900747299194,lower-case,0.6312780380249023,vowel,0.6202482581138611,upper-case,0.6191213130950928,capital,0.6172072291374207,leter,0.5935056209564209,capitalize,0.5861272215843201,capitalised,0.5759115815162659
phase,comment,subphase,0.5525513887405396,stage,0.5427201986312866,sub-phase,0.46243342757225037,step,0.4598037898540497,pre-execute,0.41297340393066406,amplitude,0.39605405926704407,prepare-package,0.3959785997867584,subsequent,0.3941158950328827,preparation,0.37918758392333984,lifecycle,0.37871450185775757
iterate,comment,for-loop,0.6108781099319458,loop,0.5956891775131226,traverse,0.5726670026779175,iteration,0.5697199702262878,for-each,0.5440276861190796,enumerate,0.5436095595359802,interate,0.532256543636322,itterate,0.5104587078094482,one-by-one,0.49111849069595337,iterator,0.4840473532676697
storm,comment,spout,0.499090313911438,phpstorm,0.4963689148426056,flink,0.44507020711898804,trooper,0.4327699542045593,kafka,0.41949617862701416,ignite,0.4194492697715759,bolt,0.41705965995788574,webstorm,0.41233575344085693,pstorm,0.4095023572444916,samza,0.40512213110923767
principle,comment,philosophy,0.684174656867981,tenet,0.6534935235977173,priciple,0.5520241260528564,precept,0.5463505387306213,single-responsibility,0.5442267656326294,concept,0.5439093112945557,dogma,0.5405725240707397,paradigm,0.5372856259346008,conception,0.5196082592010498,guideline,0.5175420045852661
joona,comment,teemu,0.5036016702651978,jouni,0.47702619433403015,olli,0.4754191040992737,javi,0.4661291241645813,kalle,0.460810124874115,mateusz,0.4598248302936554,janne,0.457552433013916,jari,0.45414668321609497,radoslaw,0.44745001196861267,antti,0.44663816690444946
queen,comment,k,0.7419992685317993,rook,0.6513195037841797,chessboard,0.6267558932304382,pawn,0.608977198600769,bishop,0.5598617792129517,sudoku,0.5494704842567444,ches,0.5155011415481567,puzzle,0.5122346878051758,princes,0.5052714943885803,n-queen,0.5036322474479675
availability,comment,reliability,0.60921311378479,unavailability,0.5619627237319946,utilization,0.5214271545410156,available,0.5042611360549927,dependability,0.5035998225212097,unavailable,0.49472278356552124,durability,0.49302107095718384,availablity,0.48884326219558716,downtime,0.48192721605300903,manageability,0.4808989465236664
layout,comment,view,0.5354804396629333,vertical,0.4804903566837311,panel,0.46875718235969543,horizontal,0.4641649127006531,linearlayout,0.4478157162666321,lay,0.4464908838272095,widget,0.4188760817050934,content,0.4133301377296448,parent,0.4011897146701813,inset,0.3962633013725281
re-search,comment,searchfilter,0.29176437854766846,searche,0.2716723084449768,serch,0.2505137324333191,searchlist,0.23414520919322968,partial-match,0.22648221254348755,numerate,0.22390930354595184,searchphrase,0.22388151288032532,searchname,0.22114159166812897,querytext,0.2180955857038498,deat,0.21734260022640228
stop,comment,stoped,0.6309777498245239,pause,0.618563711643219,start,0.5975390672683716,continue,0.5666141510009766,finish,0.5567339658737183,restart,0.5336655378341675,terminate,0.5271146297454834,reach,0.516472578048706,kill,0.4981285333633423,re-start,0.4980974495410919
reconstruct,comment,recover,0.7428913116455078,reconstruction,0.7030354738235474,re-construct,0.5548498630523682,reconstitute,0.5316814184188843,lossless,0.4776171147823334,uncorrupted,0.47244471311569214,re-constructed,0.47181862592697144,reconstructable,0.4689366817474365,denoised,0.4632572531700134,reassemble,0.45392030477523804
steal,comment,stole,0.6998909711837769,hacker,0.6649502515792847,thief,0.6157911419868469,theft,0.6058987975120544,victim,0.5936153531074524,attacker,0.578195333480835,compromise,0.5770386457443237,hijack,0.556098222732544,nefariou,0.5442907810211182,cracker,0.5423270463943481
reference,comment,refernce,0.6630613207817078,refrence,0.5925668478012085,referenc,0.5372856855392456,refence,0.5183447003364563,refer,0.5021812915802002,refere,0.49713969230651855,referred-to,0.4968821406364441,referrence,0.48345547914505005,referance,0.4727034866809845,weakref,0.47088950872421265
detection,comment,detect,0.7402764558792114,detector,0.6371186971664429,identification,0.5139109492301941,anoma,0.5088719129562378,recognition,0.5042895078659058,prevention,0.48323854804039,classification,0.4696550965309143,mitigation,0.469565212726593,intrusion,0.46302130818367004,detec,0.4464436173439026
result,comment,return,0.4861896336078644,yield,0.4718005657196045,resutl,0.4533960223197937,resut,0.44989222288131714,resul,0.43734386563301086,reuslt,0.40646547079086304,resultset,0.4057774841785431,query,0.3983343243598938,reult,0.39004722237586975,succes,0.3900402784347534
optimum,comment,optimal,0.786594569683075,suboptimal,0.6252325177192688,optimality,0.6096518635749817,sub-optimal,0.6005050539970398,minimizer,0.583423912525177,near-optimal,0.5562226176261902,feasible,0.5437974333763123,maximizer,0.5095248818397522,converge,0.5028780698776245,pareto-optimal,0.49980515241622925
symmetric,comment,asymmetric,0.7954554557800293,symmetrical,0.6811486482620239,non-symmetric,0.666786789894104,antisymmetric,0.5761075019836426,symetric,0.5654977560043335,symmetry,0.5616360902786255,positivedefinite,0.5193692445755005,asymmetrical,0.5162830352783203,degenerate,0.5055103302001953,symmetrized,0.4986534118652344
score,comment,scorer,0.6163202524185181,highscore,0.60608971118927,ranked,0.5727766156196594,avgscore,0.5484050512313843,rank,0.5427407026290894,f-score,0.5258528590202332,leaderboard,0.5197893977165222,f-measure,0.5177685618400574,myscore,0.5123199224472046,relevancy,0.5115095376968384
simplest,comment,cleanest,0.7126706838607788,simpler,0.6647090911865234,safest,0.6163164377212524,simpliest,0.6042505502700806,straightforward,0.588735044002533,straight-forward,0.5689747333526611,convenient,0.5673865079879761,pythonic,0.5523394346237183,best,0.5440582036972046,idiomatic,0.5344931483268738
drawn,comment,draw,0.6930752396583557,drew,0.6094608306884766,redrawn,0.5443096160888672,overlayed,0.5094845294952393,overlaid,0.5024054050445557,redraw,0.49459314346313477,drawed,0.4904506504535675,displayed,0.4772660732269287,appear,0.4728316068649292,rectangle,0.4706771969795227
approach,comment,technique,0.7175735235214233,solution,0.5732700228691101,paradigm,0.5509672164916992,aproach,0.5396511554718018,alternative,0.5367094278335571,way,0.5335071086883545,methodology,0.5200263261795044,imho,0.5053756237030029,advantage,0.4950844943523407,imo,0.48818498849868774
discovery,comment,discover,0.6128426790237427,discoverable,0.4631524384021759,advertise,0.41728347539901733,eureka,0.4148877263069153,dissemination,0.4147967994213104,undiscovered,0.41194888949394226,service,0.40891361236572266,ssdp,0.40655192732810974,bootstrapp,0.4047459363937378,overy,0.40404245257377625
preserve,comment,preservation,0.6761611104011536,maintain,0.4322061240673065,ensure,0.42826831340789795,invariance,0.4262325167655945,respect,0.4063583314418793,invariant,0.40257251262664795,enforce,0.39889469742774963,restore,0.39772292971611023,unchanged,0.39657676219940186,guarantee,0.39400288462638855
lazy,comment,eager,0.7755943536758423,lazi,0.6956641674041748,lazy-load,0.5802335739135742,non-lazy,0.5598295331001282,lazyload,0.5446116328239441,lazines,0.5065782070159912,lazy-loaded,0.45299673080444336,lazylist,0.4223249554634094,memoization,0.4204469919204712,pre-load,0.4136834144592285
extend,comment,class,0.5972388982772827,implement,0.4877622127532959,inherit,0.4546539783477783,private,0.45032721757888794,subclass,0.4497712552547455,sub-clas,0.43775030970573425,seal,0.43700510263442993,abstract,0.4358315169811249,static,0.43365854024887085,mixin,0.4304475784301758
nature,comment,inherent,0.7093896865844727,intrinsical,0.549441933631897,phenomenon,0.5184231996536255,lack,0.5175257325172424,inability,0.49885839223861694,most,0.47215768694877625,emergence,0.46086275577545166,somewhat,0.45980387926101685,peculiarity,0.4569331705570221,fact,0.4524593949317932
wtm,comment,nzt,0.5687780976295471,tvk,0.5614055395126343,jky,0.5581355094909668,tfj,0.5549041032791138,ykt,0.552539050579071,njt,0.5511312484741211,swk,0.5442779064178467,fzg,0.5422475337982178,qon,0.5383768081665039,bwy,0.5361063480377197
improve,comment,enhance,0.7491763830184937,improvement,0.699824333190918,degrade,0.6157497763633728,sacrifice,0.5996200442314148,hurt,0.5972059965133667,deteriorate,0.5934727191925049,worsen,0.5375678539276123,enhancement,0.5352291464805603,impact,0.5268943309783936,benefit,0.5220005512237549
games,comment,lammp,0.702877402305603,gromac,0.6691458821296692,mpi-on,0.6337872743606567,namd,0.6218770742416382,milc,0.585928201675415,hpcg,0.5716564655303955,dfft,0.5630848407745361,clomp,0.5563985109329224,time-to-solution,0.5526095628738403,hypre,0.5491358041763306
